block_id,start_time,end_time,date,K1,K2,K3,K4,pattern,stage,program,n_seconds,duration_s
17,2026-03-10 08:02:20+01:00,2026-03-10 08:02:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
18,2026-03-10 08:02:24+01:00,2026-03-10 08:02:24+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
19,2026-03-10 08:02:25+01:00,2026-03-10 08:02:54+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
20,2026-03-10 08:02:55+01:00,2026-03-10 08:02:57+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
21,2026-03-10 08:02:58+01:00,2026-03-10 08:03:15+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,18,18
22,2026-03-10 08:03:16+01:00,2026-03-10 08:03:18+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
23,2026-03-10 08:03:19+01:00,2026-03-10 08:03:22+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
24,2026-03-10 08:03:23+01:00,2026-03-10 08:03:23+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
25,2026-03-10 08:03:24+01:00,2026-03-10 08:03:40+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
26,2026-03-10 08:03:41+01:00,2026-03-10 08:03:43+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
27,2026-03-10 08:03:44+01:00,2026-03-10 08:03:47+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
28,2026-03-10 08:03:48+01:00,2026-03-10 08:03:48+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
29,2026-03-10 08:03:49+01:00,2026-03-10 08:04:10+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,22,22
30,2026-03-10 08:04:11+01:00,2026-03-10 08:04:13+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
31,2026-03-10 08:04:14+01:00,2026-03-10 08:04:47+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,34,34
32,2026-03-10 08:04:48+01:00,2026-03-10 08:04:50+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
33,2026-03-10 08:04:51+01:00,2026-03-10 08:04:54+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
34,2026-03-10 08:04:55+01:00,2026-03-10 08:04:55+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
35,2026-03-10 08:04:56+01:00,2026-03-10 08:05:12+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
36,2026-03-10 08:05:13+01:00,2026-03-10 08:05:15+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
37,2026-03-10 08:05:16+01:00,2026-03-10 08:05:19+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
38,2026-03-10 08:05:20+01:00,2026-03-10 08:05:20+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
39,2026-03-10 08:05:21+01:00,2026-03-10 08:05:50+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
40,2026-03-10 08:05:51+01:00,2026-03-10 08:05:53+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
41,2026-03-10 08:05:54+01:00,2026-03-10 08:06:11+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,18,18
42,2026-03-10 08:06:12+01:00,2026-03-10 08:06:14+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
43,2026-03-10 08:06:15+01:00,2026-03-10 08:06:18+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
44,2026-03-10 08:06:19+01:00,2026-03-10 08:06:19+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
45,2026-03-10 08:06:20+01:00,2026-03-10 08:06:41+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,22,22
46,2026-03-10 08:06:42+01:00,2026-03-10 08:06:44+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
47,2026-03-10 08:06:45+01:00,2026-03-10 08:06:48+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
48,2026-03-10 08:06:49+01:00,2026-03-10 08:06:49+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
49,2026-03-10 08:06:50+01:00,2026-03-10 08:07:15+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,26,26
50,2026-03-10 08:07:16+01:00,2026-03-10 08:07:18+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
51,2026-03-10 08:07:19+01:00,2026-03-10 08:07:26+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,8,8
52,2026-03-10 08:07:27+01:00,2026-03-10 08:07:29+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
53,2026-03-10 08:07:30+01:00,2026-03-10 08:07:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
54,2026-03-10 08:07:34+01:00,2026-03-10 08:07:34+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
55,2026-03-10 08:07:35+01:00,2026-03-10 08:08:04+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,30,30
56,2026-03-10 08:08:05+01:00,2026-03-10 08:08:07+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
57,2026-03-10 08:08:08+01:00,2026-03-10 08:08:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
58,2026-03-10 08:08:12+01:00,2026-03-10 08:08:12+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
59,2026-03-10 08:08:13+01:00,2026-03-10 08:08:34+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,22,22
60,2026-03-10 08:08:35+01:00,2026-03-10 08:08:37+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
61,2026-03-10 08:08:38+01:00,2026-03-10 08:09:12+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,35,35
62,2026-03-10 08:09:13+01:00,2026-03-10 08:09:15+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
63,2026-03-10 08:09:16+01:00,2026-03-10 08:09:19+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
64,2026-03-10 08:09:20+01:00,2026-03-10 08:09:20+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
65,2026-03-10 08:09:21+01:00,2026-03-10 08:09:38+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,18,18
66,2026-03-10 08:09:39+01:00,2026-03-10 08:09:41+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
67,2026-03-10 08:09:42+01:00,2026-03-10 08:09:45+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
68,2026-03-10 08:09:46+01:00,2026-03-10 08:09:46+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
69,2026-03-10 08:09:47+01:00,2026-03-10 08:10:24+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,38,38
70,2026-03-10 08:10:25+01:00,2026-03-10 08:10:27+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
71,2026-03-10 08:10:28+01:00,2026-03-10 08:10:42+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,15,15
72,2026-03-10 08:10:43+01:00,2026-03-10 08:10:45+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
73,2026-03-10 08:10:46+01:00,2026-03-10 08:10:49+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
74,2026-03-10 08:10:50+01:00,2026-03-10 08:10:50+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
75,2026-03-10 08:10:51+01:00,2026-03-10 08:11:07+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
76,2026-03-10 08:11:08+01:00,2026-03-10 08:11:10+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
77,2026-03-10 08:11:11+01:00,2026-03-10 08:11:14+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
78,2026-03-10 08:11:15+01:00,2026-03-10 08:11:15+01:00,2026-03-10,2,5,2,5,2-5-2-5,7,3,1,1
79,2026-03-10 08:11:16+01:00,2026-03-10 08:11:45+01:00,2026-03-10,2,4,2,4,2-4-2-4,7,3,30,30
80,2026-03-10 08:11:46+01:00,2026-03-10 08:11:48+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
81,2026-03-10 08:11:49+01:00,2026-03-10 08:11:56+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,8,8
82,2026-03-10 08:11:57+01:00,2026-03-10 08:11:59+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
83,2026-03-10 08:12:00+01:00,2026-03-10 08:12:03+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
84,2026-03-10 08:12:04+01:00,2026-03-10 08:12:04+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
85,2026-03-10 08:12:05+01:00,2026-03-10 08:12:41+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,37,37
86,2026-03-10 08:12:42+01:00,2026-03-10 08:12:44+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
87,2026-03-10 08:12:45+01:00,2026-03-10 08:12:48+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
88,2026-03-10 08:12:49+01:00,2026-03-10 08:12:49+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
89,2026-03-10 08:12:50+01:00,2026-03-10 08:13:22+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,33,33
90,2026-03-10 08:13:23+01:00,2026-03-10 08:13:25+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
91,2026-03-10 08:13:26+01:00,2026-03-10 08:13:36+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,11,11
92,2026-03-10 08:13:37+01:00,2026-03-10 08:13:39+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
93,2026-03-10 08:13:40+01:00,2026-03-10 08:13:43+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
94,2026-03-10 08:13:44+01:00,2026-03-10 08:13:44+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
95,2026-03-10 08:13:45+01:00,2026-03-10 08:14:14+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,30,30
96,2026-03-10 08:14:15+01:00,2026-03-10 08:14:17+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
97,2026-03-10 08:14:18+01:00,2026-03-10 08:14:21+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
98,2026-03-10 08:14:22+01:00,2026-03-10 08:14:22+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
99,2026-03-10 08:14:23+01:00,2026-03-10 08:14:41+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,19,19
100,2026-03-10 08:14:42+01:00,2026-03-10 08:14:44+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
101,2026-03-10 08:14:45+01:00,2026-03-10 08:15:12+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,28,28
102,2026-03-10 08:15:13+01:00,2026-03-10 08:15:15+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
103,2026-03-10 08:15:16+01:00,2026-03-10 08:15:19+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
104,2026-03-10 08:15:20+01:00,2026-03-10 08:15:20+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
105,2026-03-10 08:15:21+01:00,2026-03-10 08:15:41+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,21,21
106,2026-03-10 08:15:42+01:00,2026-03-10 08:15:44+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
107,2026-03-10 08:15:45+01:00,2026-03-10 08:15:48+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
108,2026-03-10 08:15:49+01:00,2026-03-10 08:15:49+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
109,2026-03-10 08:15:50+01:00,2026-03-10 08:16:15+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,26,26
110,2026-03-10 08:16:16+01:00,2026-03-10 08:16:18+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
111,2026-03-10 08:16:19+01:00,2026-03-10 08:16:29+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,11,11
112,2026-03-10 08:16:30+01:00,2026-03-10 08:16:32+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
113,2026-03-10 08:16:33+01:00,2026-03-10 08:16:36+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
114,2026-03-10 08:16:37+01:00,2026-03-10 08:16:37+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
115,2026-03-10 08:16:38+01:00,2026-03-10 08:17:16+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,39,39
116,2026-03-10 08:17:17+01:00,2026-03-10 08:17:19+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
117,2026-03-10 08:17:20+01:00,2026-03-10 08:17:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
118,2026-03-10 08:17:24+01:00,2026-03-10 08:17:24+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
119,2026-03-10 08:17:25+01:00,2026-03-10 08:17:54+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
120,2026-03-10 08:17:55+01:00,2026-03-10 08:17:57+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
121,2026-03-10 08:17:58+01:00,2026-03-10 08:18:21+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,24,24
122,2026-03-10 08:18:22+01:00,2026-03-10 08:18:24+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
123,2026-03-10 08:18:25+01:00,2026-03-10 08:18:28+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
124,2026-03-10 08:18:29+01:00,2026-03-10 08:18:29+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
125,2026-03-10 08:18:30+01:00,2026-03-10 08:18:46+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
126,2026-03-10 08:18:47+01:00,2026-03-10 08:18:49+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
127,2026-03-10 08:18:50+01:00,2026-03-10 08:18:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
128,2026-03-10 08:18:54+01:00,2026-03-10 08:18:54+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
129,2026-03-10 08:18:55+01:00,2026-03-10 08:19:24+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
130,2026-03-10 08:19:25+01:00,2026-03-10 08:19:27+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
131,2026-03-10 08:19:28+01:00,2026-03-10 08:19:45+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,18,18
132,2026-03-10 08:19:46+01:00,2026-03-10 08:19:48+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
133,2026-03-10 08:19:49+01:00,2026-03-10 08:19:52+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
134,2026-03-10 08:19:53+01:00,2026-03-10 08:19:53+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
135,2026-03-10 08:19:54+01:00,2026-03-10 08:20:14+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,21,21
136,2026-03-10 08:20:15+01:00,2026-03-10 08:20:17+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
137,2026-03-10 08:20:18+01:00,2026-03-10 08:20:21+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
138,2026-03-10 08:20:22+01:00,2026-03-10 08:20:22+01:00,2026-03-10,2,5,2,5,2-5-2-5,7,3,1,1
139,2026-03-10 08:20:23+01:00,2026-03-10 08:20:41+01:00,2026-03-10,2,4,2,4,2-4-2-4,7,3,19,19
140,2026-03-10 08:20:42+01:00,2026-03-10 08:20:44+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
141,2026-03-10 08:20:45+01:00,2026-03-10 08:21:12+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,28,28
142,2026-03-10 08:21:13+01:00,2026-03-10 08:21:15+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
143,2026-03-10 08:21:16+01:00,2026-03-10 08:21:19+01:00,2026-03-10,2,2,2,2,2-2-2-2,6,3,4,4
144,2026-03-10 08:21:20+01:00,2026-03-10 08:21:20+01:00,2026-03-10,5,2,5,2,5-2-5-2,6,3,1,1
145,2026-03-10 08:21:21+01:00,2026-03-10 08:21:41+01:00,2026-03-10,4,2,4,2,4-2-4-2,6,3,21,21
146,2026-03-10 08:21:42+01:00,2026-03-10 08:21:44+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
147,2026-03-10 08:21:45+01:00,2026-03-10 08:21:48+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
148,2026-03-10 08:21:49+01:00,2026-03-10 08:21:49+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
149,2026-03-10 08:21:50+01:00,2026-03-10 08:22:10+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,21,21
150,2026-03-10 08:22:11+01:00,2026-03-10 08:22:13+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
151,2026-03-10 08:22:14+01:00,2026-03-10 08:22:42+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,29,29
152,2026-03-10 08:22:43+01:00,2026-03-10 08:22:45+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
153,2026-03-10 08:22:46+01:00,2026-03-10 08:22:49+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
154,2026-03-10 08:22:50+01:00,2026-03-10 08:22:50+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
155,2026-03-10 08:22:51+01:00,2026-03-10 08:23:16+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,26,26
156,2026-03-10 08:23:17+01:00,2026-03-10 08:23:19+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
157,2026-03-10 08:23:20+01:00,2026-03-10 08:23:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
158,2026-03-10 08:23:24+01:00,2026-03-10 08:23:24+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
159,2026-03-10 08:23:25+01:00,2026-03-10 08:23:54+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
160,2026-03-10 08:23:55+01:00,2026-03-10 08:23:57+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
161,2026-03-10 08:23:58+01:00,2026-03-10 08:24:21+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,24,24
162,2026-03-10 08:24:22+01:00,2026-03-10 08:24:24+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
163,2026-03-10 08:24:25+01:00,2026-03-10 08:24:28+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
164,2026-03-10 08:24:29+01:00,2026-03-10 08:24:29+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
165,2026-03-10 08:24:30+01:00,2026-03-10 08:24:46+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
166,2026-03-10 08:24:47+01:00,2026-03-10 08:24:49+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
167,2026-03-10 08:24:50+01:00,2026-03-10 08:24:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
168,2026-03-10 08:24:54+01:00,2026-03-10 08:24:54+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
169,2026-03-10 08:24:55+01:00,2026-03-10 08:25:13+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,19,19
170,2026-03-10 08:25:14+01:00,2026-03-10 08:25:16+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
171,2026-03-10 08:25:17+01:00,2026-03-10 08:25:51+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,35,35
172,2026-03-10 08:25:52+01:00,2026-03-10 08:25:54+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
173,2026-03-10 08:25:55+01:00,2026-03-10 08:25:58+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
174,2026-03-10 08:25:59+01:00,2026-03-10 08:25:59+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
175,2026-03-10 08:26:00+01:00,2026-03-10 08:26:16+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
176,2026-03-10 08:26:17+01:00,2026-03-10 08:26:19+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
177,2026-03-10 08:26:20+01:00,2026-03-10 08:26:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
178,2026-03-10 08:26:24+01:00,2026-03-10 08:26:24+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
179,2026-03-10 08:26:25+01:00,2026-03-10 08:26:54+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
180,2026-03-10 08:26:55+01:00,2026-03-10 08:26:57+01:00,2026-03-10,2,3,2,4,2-3-2-4,6,3,3,3
181,2026-03-10 08:26:58+01:00,2026-03-10 08:27:18+01:00,2026-03-10,2,2,2,4,2-2-2-4,6,3,21,21
182,2026-03-10 08:27:19+01:00,2026-03-10 08:27:21+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
183,2026-03-10 08:27:22+01:00,2026-03-10 08:27:25+01:00,2026-03-10,2,2,2,2,2-2-2-2,6,3,4,4
184,2026-03-10 08:27:26+01:00,2026-03-10 08:27:26+01:00,2026-03-10,5,2,5,2,5-2-5-2,6,3,1,1
185,2026-03-10 08:27:27+01:00,2026-03-10 08:27:46+01:00,2026-03-10,4,2,4,2,4-2-4-2,6,3,20,20
186,2026-03-10 08:27:47+01:00,2026-03-10 08:27:49+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
187,2026-03-10 08:27:50+01:00,2026-03-10 08:27:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
188,2026-03-10 08:27:54+01:00,2026-03-10 08:27:54+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
189,2026-03-10 08:27:55+01:00,2026-03-10 08:28:24+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,30,30
190,2026-03-10 08:28:25+01:00,2026-03-10 08:28:27+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
191,2026-03-10 08:28:28+01:00,2026-03-10 08:28:51+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,24,24
192,2026-03-10 08:28:52+01:00,2026-03-10 08:28:54+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
193,2026-03-10 08:28:55+01:00,2026-03-10 08:28:58+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
194,2026-03-10 08:28:59+01:00,2026-03-10 08:28:59+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
195,2026-03-10 08:29:00+01:00,2026-03-10 08:29:16+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,17,17
196,2026-03-10 08:29:17+01:00,2026-03-10 08:29:19+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
197,2026-03-10 08:29:20+01:00,2026-03-10 08:29:23+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
198,2026-03-10 08:29:24+01:00,2026-03-10 08:29:24+01:00,2026-03-10,2,5,2,5,2-5-2-5,2,3,1,1
199,2026-03-10 08:29:25+01:00,2026-03-10 08:29:43+01:00,2026-03-10,2,4,2,4,2-4-2-4,2,3,19,19
200,2026-03-10 08:29:44+01:00,2026-03-10 08:29:46+01:00,2026-03-10,2,3,2,4,2-3-2-4,4,3,3,3
201,2026-03-10 08:29:47+01:00,2026-03-10 08:30:17+01:00,2026-03-10,2,2,2,4,2-2-2-4,4,3,31,31
202,2026-03-10 08:30:18+01:00,2026-03-10 08:30:20+01:00,2026-03-10,2,2,2,3,2-2-2-3,5,3,3,3
203,2026-03-10 08:30:21+01:00,2026-03-10 08:30:24+01:00,2026-03-10,2,2,2,2,2-2-2-2,5,3,4,4
204,2026-03-10 08:30:25+01:00,2026-03-10 08:30:25+01:00,2026-03-10,5,2,5,2,5-2-5-2,5,3,1,1
205,2026-03-10 08:30:26+01:00,2026-03-10 08:30:46+01:00,2026-03-10,4,2,4,2,4-2-4-2,5,3,21,21
206,2026-03-10 08:30:47+01:00,2026-03-10 08:30:49+01:00,2026-03-10,3,2,3,2,3-2-3-2,2,3,3,3
207,2026-03-10 08:30:50+01:00,2026-03-10 08:30:53+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
