block_id,start_time,end_time,date,K1,K2,K3,K4,K5,pattern,stage,program,n_seconds,duration_s
588,2026-03-10 08:55:04+01:00,2026-03-10 08:55:04+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
589,2026-03-10 08:55:05+01:00,2026-03-10 08:55:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,28,28
590,2026-03-10 08:55:33+01:00,2026-03-10 08:55:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
591,2026-03-10 08:55:35+01:00,2026-03-10 08:55:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
592,2026-03-10 08:55:36+01:00,2026-03-10 08:55:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
593,2026-03-10 08:55:38+01:00,2026-03-10 08:55:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
594,2026-03-10 08:55:40+01:00,2026-03-10 08:55:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
595,2026-03-10 08:55:41+01:00,2026-03-10 08:55:50+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
596,2026-03-10 08:55:51+01:00,2026-03-10 08:55:53+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
597,2026-03-10 08:55:54+01:00,2026-03-10 08:55:57+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
598,2026-03-10 08:55:58+01:00,2026-03-10 08:55:58+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
599,2026-03-10 08:55:59+01:00,2026-03-10 08:56:10+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,12,12
600,2026-03-10 08:56:11+01:00,2026-03-10 08:56:11+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
601,2026-03-10 08:56:12+01:00,2026-03-10 08:56:13+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
602,2026-03-10 08:56:14+01:00,2026-03-10 08:56:14+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
603,2026-03-10 08:56:15+01:00,2026-03-10 08:56:18+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
604,2026-03-10 08:56:19+01:00,2026-03-10 08:56:19+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
605,2026-03-10 08:56:20+01:00,2026-03-10 08:56:35+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,16,16
606,2026-03-10 08:56:36+01:00,2026-03-10 08:56:36+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
607,2026-03-10 08:56:37+01:00,2026-03-10 08:57:02+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,26,26
608,2026-03-10 08:57:03+01:00,2026-03-10 08:57:04+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
609,2026-03-10 08:57:05+01:00,2026-03-10 08:57:05+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
610,2026-03-10 08:57:06+01:00,2026-03-10 08:57:07+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
611,2026-03-10 08:57:08+01:00,2026-03-10 08:57:09+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
612,2026-03-10 08:57:10+01:00,2026-03-10 08:57:10+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
613,2026-03-10 08:57:11+01:00,2026-03-10 08:57:20+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,10,10
614,2026-03-10 08:57:21+01:00,2026-03-10 08:57:23+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
615,2026-03-10 08:57:24+01:00,2026-03-10 08:57:27+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
616,2026-03-10 08:57:28+01:00,2026-03-10 08:57:28+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
617,2026-03-10 08:57:29+01:00,2026-03-10 08:57:38+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,10,10
618,2026-03-10 08:57:39+01:00,2026-03-10 08:57:41+01:00,2026-03-10,2,3,4,2,2,2-3-4-2-2,4,3,3,3
619,2026-03-10 08:57:42+01:00,2026-03-10 08:57:44+01:00,2026-03-10,2,2,3,2,2,2-2-3-2-2,4,3,3,3
620,2026-03-10 08:57:45+01:00,2026-03-10 08:57:45+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,1,1
621,2026-03-10 08:57:46+01:00,2026-03-10 08:57:46+01:00,2026-03-10,2,2,2,5,2,2-2-2-5-2,4,3,1,1
622,2026-03-10 08:57:47+01:00,2026-03-10 08:57:47+01:00,2026-03-10,5,2,2,4,2,5-2-2-4-2,4,3,1,1
623,2026-03-10 08:57:48+01:00,2026-03-10 08:58:32+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,4,3,45,45
624,2026-03-10 08:58:33+01:00,2026-03-10 08:58:34+01:00,2026-03-10,3,2,2,4,2,3-2-2-4-2,1,3,2,2
625,2026-03-10 08:58:35+01:00,2026-03-10 08:58:35+01:00,2026-03-10,3,2,2,3,2,3-2-2-3-2,1,3,1,1
626,2026-03-10 08:58:36+01:00,2026-03-10 08:58:37+01:00,2026-03-10,2,2,2,3,2,2-2-2-3-2,1,3,2,2
627,2026-03-10 08:58:38+01:00,2026-03-10 08:58:39+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,1,3,2,2
628,2026-03-10 08:58:40+01:00,2026-03-10 08:58:40+01:00,2026-03-10,2,2,2,2,5,2-2-2-2-5,1,3,1,1
629,2026-03-10 08:58:41+01:00,2026-03-10 08:58:48+01:00,2026-03-10,2,2,2,2,4,2-2-2-2-4,1,3,8,8
630,2026-03-10 08:58:49+01:00,2026-03-10 08:58:51+01:00,2026-03-10,2,2,2,2,3,2-2-2-2-3,2,3,3,3
631,2026-03-10 08:58:52+01:00,2026-03-10 08:58:55+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,2,3,4,4
632,2026-03-10 08:58:56+01:00,2026-03-10 08:58:56+01:00,2026-03-10,2,5,5,2,2,2-5-5-2-2,2,3,1,1
633,2026-03-10 08:58:57+01:00,2026-03-10 08:59:05+01:00,2026-03-10,2,4,4,2,2,2-4-4-2-2,2,3,9,9
634,2026-03-10 08:59:06+01:00,2026-03-10 08:59:06+01:00,2026-03-10,2,4,3,2,2,2-4-3-2-2,4,3,1,1
635,2026-03-10 08:59:07+01:00,2026-03-10 08:59:08+01:00,2026-03-10,2,3,3,2,2,2-3-3-2-2,4,3,2,2
636,2026-03-10 08:59:09+01:00,2026-03-10 08:59:09+01:00,2026-03-10,2,3,2,2,2,2-3-2-2-2,4,3,1,1
637,2026-03-10 08:59:10+01:00,2026-03-10 08:59:13+01:00,2026-03-10,2,2,2,2,2,2-2-2-2-2,4,3,4,4
638,2026-03-10 08:59:14+01:00,2026-03-10 08:59:14+01:00,2026-03-10,5,2,2,2,2,5-2-2-2-2,4,3,1,1
639,2026-03-10 08:59:15+01:00,2026-03-10 08:59:34+01:00,2026-03-10,4,2,2,2,2,4-2-2-2-2,4,3,20,20
640,2026-03-10 08:59:35+01:00,2026-03-10 08:59:35+01:00,2026-03-10,4,2,2,5,2,4-2-2-5-2,3,3,1,1
641,2026-03-10 08:59:36+01:00,2026-03-10 08:59:59+01:00,2026-03-10,4,2,2,4,2,4-2-2-4-2,3,3,24,24
