timestamp,west_left_upstream,west_straight_right_upstream,west_total_upstream,west_left_stopline,west_straight_right_stopline,west_total_stopline_check,south_straight_failed,south_straight_alt_failed,south_total_failed_check,east_left_upstream,east_straight_upstream,east_straight_right_upstream,east_right_inferred_upstream,east_total_upstream,east_right_stopline,east_straight1_stopline,east_straight2_stopline,east_left_stopline_failed,east_straight_total_stopline_check,east_total_stopline_check,north_left_upstream,north_left_stopline,north_straight_stopline,north_right_stopline,north_straight_right_failed,north_total_mixed,north_total_stopline_check
2025-09-02 08:30:00+00:00,40,177,217,41,184,225,0,0,0,33,109,158,49,191,69,57,76,0,133,202,73,73,9,38,0,120,120
2025-09-02 08:45:00+00:00,56,165,221,35,166,201,0,0,0,40,94,149,55,189,64,56,78,0,134,198,69,71,26,51,0,146,148
2025-09-02 09:00:00+00:00,39,119,158,39,147,186,0,0,0,32,112,171,59,203,73,63,84,0,147,220,85,82,15,40,0,140,137
2025-09-02 09:15:00+00:00,39,155,194,39,161,200,0,0,0,40,119,171,52,211,83,57,93,0,150,233,80,81,20,40,0,140,141
2025-09-02 09:30:00+00:00,57,153,210,53,152,205,0,0,0,43,123,170,47,213,92,63,83,0,146,238,69,74,20,43,0,132,137
2025-09-02 09:45:00+00:00,73,169,242,40,162,202,0,0,0,33,118,161,43,194,84,63,87,0,150,234,83,84,19,41,0,143,144
2025-09-02 10:00:00+00:00,54,163,217,47,159,206,0,0,0,40,118,164,46,204,90,55,90,0,145,235,75,70,21,45,0,141,136
2025-09-02 10:15:00+00:00,63,151,214,45,149,194,0,0,0,37,118,173,55,210,82,67,100,0,167,249,79,75,20,46,0,145,141
2025-09-02 10:30:00+00:00,107,150,257,42,163,205,0,0,0,42,113,142,29,184,85,56,83,0,139,224,83,68,17,40,0,140,125
2025-09-02 10:45:00+00:00,99,159,258,33,157,190,0,0,0,41,114,167,53,208,69,61,91,0,152,221,80,70,24,44,0,148,138
2025-09-02 11:00:00+00:00,49,156,205,55,152,207,0,0,0,33,114,154,40,187,82,50,91,0,141,223,71,73,14,48,0,133,135
2025-09-02 11:15:00+00:00,65,122,187,42,155,197,0,0,0,45,132,180,48,225,80,70,105,0,175,255,61,68,16,39,0,116,123
2025-09-02 11:30:00+00:00,89,177,266,45,174,219,0,0,0,35,129,181,52,216,61,78,117,0,195,256,75,79,19,58,0,152,156
2025-09-02 11:45:00+00:00,33,193,226,40,194,234,0,0,0,37,121,189,68,226,90,88,103,0,191,281,67,63,17,45,0,129,125
2025-09-02 12:00:00+00:00,39,177,216,44,180,224,0,0,0,34,117,169,52,203,73,68,95,0,163,236,72,64,27,36,0,135,127
2025-09-02 12:15:00+00:00,49,128,177,43,154,197,0,0,0,38,89,170,81,208,83,65,102,0,167,250,66,63,15,43,0,124,121
2025-09-02 12:30:00+00:00,37,156,193,40,167,207,0,0,0,42,126,160,34,202,80,60,102,0,162,242,69,65,32,38,0,139,135
2025-09-02 12:45:00+00:00,38,181,219,37,197,234,0,0,0,36,113,181,68,217,91,74,97,0,171,262,164,78,32,41,0,237,151
2025-09-02 13:00:00+00:00,39,186,225,40,189,229,0,0,0,41,125,183,58,224,100,66,98,0,164,264,71,70,9,58,0,138,137
2025-09-02 13:15:00+00:00,48,188,236,41,191,232,0,0,0,55,140,190,50,245,92,75,113,0,188,280,83,87,22,44,0,149,153
2025-09-02 13:30:00+00:00,67,166,233,59,183,242,0,0,0,43,127,178,51,221,93,68,94,0,162,255,73,70,23,47,0,143,140
2025-09-02 13:45:00+00:00,41,186,227,43,187,230,0,0,0,41,126,187,61,228,105,63,108,0,171,276,82,71,20,44,0,146,135
2025-09-02 14:00:00+00:00,46,178,224,49,198,247,0,0,0,46,130,174,44,220,80,78,101,0,179,259,81,83,19,46,0,146,148
2025-09-02 14:15:00+00:00,57,192,249,54,192,246,0,0,0,44,134,172,38,216,87,63,109,0,172,259,79,82,28,37,0,144,147
2025-09-02 14:30:00+00:00,45,191,236,48,197,245,0,0,0,50,147,195,48,245,92,84,111,0,195,287,77,76,25,54,0,156,155
2025-09-02 14:45:00+00:00,58,188,246,52,191,243,0,0,0,41,135,174,39,215,88,71,116,0,187,275,83,86,20,34,0,137,140
2025-09-02 15:00:00+00:00,61,155,216,50,155,205,0,0,0,45,146,226,80,271,119,78,119,0,197,316,60,58,17,32,0,109,107
2025-09-02 15:15:00+00:00,94,167,261,33,164,197,0,0,0,50,126,192,66,242,90,88,110,0,198,288,86,91,23,52,0,161,166
2025-09-02 15:30:00+00:00,84,164,248,49,170,219,0,0,0,40,132,167,35,207,74,71,103,0,174,248,81,76,26,63,0,170,165
2025-09-02 15:45:00+00:00,65,154,219,48,158,206,0,0,0,46,138,183,45,229,82,77,96,0,173,255,85,80,19,41,0,145,140
2025-09-02 16:00:00+00:00,69,186,255,51,191,242,0,0,0,42,126,167,41,209,79,61,104,0,165,244,77,75,30,47,0,154,152
2025-09-02 16:15:00+00:00,109,147,256,35,161,196,0,0,0,44,128,160,32,204,77,65,81,0,146,223,66,61,17,39,0,122,117
2025-09-02 16:30:00+00:00,46,152,198,49,143,192,0,0,0,38,126,162,36,200,79,60,98,0,158,237,72,69,27,41,0,140,137
2025-09-02 16:45:00+00:00,73,109,182,41,105,146,0,0,0,38,120,147,27,185,74,58,83,0,141,215,68,59,21,42,0,131,122
2025-09-02 17:00:00+00:00,103,111,214,32,99,131,0,0,0,38,112,143,31,181,60,55,82,0,137,197,64,53,12,61,0,137,126
2025-09-02 17:15:00+00:00,91,108,199,35,87,122,0,0,0,29,91,129,38,158,69,42,69,0,111,180,56,42,11,41,0,108,94
2025-09-02 17:30:00+00:00,86,104,190,28,98,126,0,0,0,21,91,120,29,141,57,44,66,0,110,167,56,48,11,46,0,113,105
2025-09-02 17:45:00+00:00,81,96,177,36,89,125,0,0,0,30,73,102,29,132,50,37,49,0,86,136,46,36,12,34,0,92,82
2025-09-02 18:00:00+00:00,74,93,167,27,85,112,0,0,0,15,68,88,20,103,42,37,46,0,83,125,55,48,9,33,0,97,90
2025-09-02 18:15:00+00:00,72,73,145,29,60,89,0,0,0,27,79,104,25,131,50,36,45,0,81,131,53,34,16,30,0,99,80
2025-09-02 18:30:00+00:00,77,89,166,27,84,111,0,0,0,19,68,96,28,115,41,38,45,0,83,124,32,19,11,28,0,71,58
2025-09-02 18:45:00+00:00,65,76,141,30,63,93,0,0,0,14,61,92,31,106,41,28,41,0,69,110,35,33,6,19,0,60,58
2025-09-02 19:00:00+00:00,63,64,127,19,58,77,0,0,0,21,52,71,19,92,35,29,24,0,53,88,36,24,8,24,0,68,56
2025-09-02 19:15:00+00:00,52,61,113,25,48,73,0,0,0,21,65,70,5,91,28,22,32,0,54,82,47,38,5,25,0,77,68
2025-09-02 19:30:00+00:00,57,68,125,27,53,80,0,0,0,18,49,69,20,87,30,25,32,0,57,87,39,29,9,23,0,71,61
2025-09-02 19:45:00+00:00,51,57,108,14,48,62,0,0,0,9,43,56,13,65,18,22,27,0,49,67,38,32,5,19,0,62,56
2025-09-02 20:00:00+00:00,37,43,80,16,36,52,0,0,0,12,61,84,23,96,28,29,35,0,64,92,29,20,6,21,0,56,47
2025-09-02 20:15:00+00:00,47,47,94,17,37,54,0,0,0,8,39,51,12,59,24,15,24,0,39,63,25,22,7,13,0,45,42
2025-09-02 20:30:00+00:00,32,36,68,3,37,40,0,0,0,11,36,60,24,71,34,18,21,0,39,73,13,8,4,11,0,28,23
2025-09-02 20:45:00+00:00,19,19,38,3,18,21,0,0,0,5,29,35,6,40,16,13,17,0,30,46,17,13,5,6,0,28,24
2025-09-02 21:00:00+00:00,19,19,38,4,17,21,0,0,0,3,26,34,8,37,21,10,12,0,22,43,14,11,3,13,0,30,27
2025-09-02 21:15:00+00:00,23,21,44,10,17,27,0,0,0,12,36,42,6,54,16,16,13,0,29,45,17,13,3,7,0,27,23
2025-09-02 21:30:00+00:00,16,17,33,2,64,66,0,0,0,4,18,24,6,28,10,11,11,0,22,32,13,7,0,8,0,21,15
2025-09-02 21:45:00+00:00,5,7,12,3,6,9,0,0,0,5,15,11,0,16,5,5,8,0,13,18,4,3,0,2,0,6,5
2025-09-02 22:00:00+00:00,12,10,22,2,8,10,0,0,0,6,18,17,0,23,3,7,11,0,18,21,8,5,1,6,0,15,12
2025-09-02 22:15:00+00:00,14,13,27,2,11,13,0,0,0,4,14,18,4,22,7,8,5,0,13,20,3,3,0,3,0,6,6
2025-09-02 22:30:00+00:00,7,7,14,1,7,8,0,0,0,1,10,15,5,16,5,5,5,0,10,15,2,1,1,0,0,3,2
2025-09-02 22:45:00+00:00,5,6,11,1,5,6,0,0,0,0,8,14,6,14,6,4,4,0,8,14,2,4,0,2,0,4,6
2025-09-02 23:00:00+00:00,6,6,12,2,4,6,0,0,0,0,8,10,2,10,3,4,2,0,6,9,5,2,0,2,0,7,4
2025-09-02 23:15:00+00:00,3,2,5,1,2,3,0,0,0,1,4,4,0,5,0,2,3,0,5,5,1,1,0,0,0,1,1
2025-09-02 23:30:00+00:00,8,9,17,1,8,9,0,0,0,1,5,6,1,7,4,2,1,0,3,7,1,1,0,1,0,2,2
2025-09-02 23:45:00+00:00,2,2,4,0,2,2,0,0,0,0,5,10,5,10,6,5,2,0,7,13,5,4,5,3,0,13,12
2025-09-03 00:00:00+00:00,3,1,4,1,0,1,0,0,0,1,6,6,0,7,2,3,2,0,5,7,3,3,0,0,0,3,3
2025-09-03 00:15:00+00:00,6,5,11,1,6,7,0,0,0,3,6,5,0,8,2,3,2,0,5,7,2,1,0,1,0,3,2
2025-09-03 00:30:00+00:00,6,5,11,3,3,6,0,0,0,0,3,3,0,3,1,0,2,0,2,3,1,0,1,0,0,2,1
2025-09-03 00:45:00+00:00,2,2,4,0,2,2,0,0,0,0,3,5,2,5,2,2,2,0,4,6,3,3,0,0,0,3,3
2025-09-03 01:00:00+00:00,1,1,2,0,1,1,0,0,0,1,4,2,0,3,1,0,3,0,3,4,4,2,0,1,0,5,3
2025-09-03 01:15:00+00:00,7,6,13,2,6,8,0,0,0,1,1,0,0,1,0,0,1,0,1,1,2,1,0,1,0,3,2
2025-09-03 01:30:00+00:00,2,2,4,1,1,2,0,0,0,1,3,4,1,5,1,1,2,0,3,4,1,1,0,1,0,2,2
2025-09-03 01:45:00+00:00,5,6,11,1,6,7,0,0,0,0,1,3,2,3,3,0,0,0,0,3,2,2,0,1,0,3,3
2025-09-03 02:00:00+00:00,5,6,11,1,5,6,0,0,0,1,4,3,0,4,1,3,0,0,3,4,4,3,0,1,0,5,4
2025-09-03 02:15:00+00:00,6,5,11,3,3,6,0,0,0,0,5,7,2,7,4,3,2,0,5,9,7,4,0,2,0,9,6
2025-09-03 02:30:00+00:00,19,22,41,4,19,23,0,0,0,0,4,6,2,6,4,2,0,0,2,6,6,5,0,4,0,10,9
2025-09-03 02:45:00+00:00,19,23,42,8,18,26,0,0,0,0,3,6,3,6,2,3,0,0,3,5,7,4,0,5,0,12,9
2025-09-03 03:00:00+00:00,28,26,54,11,17,28,0,0,0,0,5,11,6,11,5,5,5,0,10,15,13,7,4,5,0,22,16
2025-09-03 03:15:00+00:00,36,43,79,11,39,50,0,0,0,2,11,18,7,20,6,8,7,0,15,21,9,7,0,6,0,15,13
2025-09-03 03:30:00+00:00,58,65,123,22,52,74,0,0,0,14,23,23,0,37,10,11,9,0,20,30,23,20,2,8,0,33,30
2025-09-03 03:45:00+00:00,60,73,133,16,64,80,0,0,0,10,29,39,10,49,16,17,13,0,30,46,32,26,4,6,0,42,36
2025-09-03 04:00:00+00:00,58,67,125,22,56,78,0,0,0,5,29,38,9,43,15,17,17,0,34,49,25,15,3,11,0,39,29
2025-09-03 04:15:00+00:00,83,78,161,24,70,94,0,0,0,4,20,34,14,38,10,24,18,0,42,52,32,26,7,10,0,49,43
2025-09-03 04:30:00+00:00,79,121,200,29,112,141,0,0,0,20,46,65,19,85,27,29,25,0,54,81,32,26,7,14,0,53,47
2025-09-03 04:45:00+00:00,97,116,213,34,113,147,0,0,0,21,63,77,14,98,39,34,32,0,66,105,38,32,5,13,0,56,50
2025-09-03 05:00:00+00:00,49,157,206,33,177,210,0,0,0,32,66,83,17,115,32,41,38,0,79,111,56,44,14,27,0,97,85
2025-09-03 05:15:00+00:00,47,166,213,44,166,210,0,0,0,34,86,105,19,139,42,58,59,0,117,159,64,60,15,30,0,109,105
2025-09-03 05:30:00+00:00,50,165,215,37,193,230,0,0,0,44,122,162,40,206,63,92,84,0,176,239,63,57,18,51,0,132,126
2025-09-03 05:45:00+00:00,50,162,212,47,191,238,0,0,0,39,127,193,66,232,70,80,90,0,170,240,74,71,20,35,0,129,126
2025-09-03 06:00:00+00:00,34,164,198,36,169,205,0,0,0,40,99,153,54,193,63,69,74,0,143,206,89,91,30,34,0,153,155
2025-09-03 06:15:00+00:00,67,167,234,39,166,205,0,0,0,36,100,140,40,176,65,58,72,0,130,195,66,69,23,32,0,121,124
2025-09-03 06:30:00+00:00,81,148,229,37,139,176,0,0,0,42,93,135,42,177,60,63,68,0,131,191,77,75,18,32,0,127,125
2025-09-03 06:45:00+00:00,43,153,196,33,158,191,0,0,0,34,98,154,56,188,57,63,75,0,138,195,59,55,15,34,0,108,104
2025-09-03 07:00:00+00:00,40,150,190,42,146,188,0,0,0,76,96,132,36,208,64,49,55,0,104,168,75,63,25,30,0,130,118
2025-09-03 07:15:00+00:00,38,156,194,37,158,195,0,0,0,40,109,154,45,194,69,54,69,0,123,192,55,51,8,33,0,96,92
2025-09-03 07:30:00+00:00,43,153,196,43,153,196,0,0,0,40,132,165,33,205,67,64,94,0,158,225,83,73,17,38,0,138,128
2025-09-03 07:45:00+00:00,38,148,186,38,175,213,0,0,0,35,119,158,39,193,77,56,86,0,142,219,71,66,20,25,0,116,111
2025-09-03 08:00:00+00:00,40,162,202,40,162,202,0,0,0,40,116,158,42,198,69,61,81,0,142,211,66,69,12,35,0,113,116
2025-09-03 08:15:00+00:00,49,160,209,39,158,197,0,0,0,33,112,167,55,200,73,60,87,0,147,220,71,63,19,36,0,126,118
2025-09-03 08:30:00+00:00,36,169,205,34,172,206,0,0,0,33,101,137,36,170,72,46,73,0,119,191,78,71,14,42,0,134,127
2025-09-03 08:45:00+00:00,53,160,213,39,164,203,0,0,0,32,99,159,60,191,88,51,79,0,130,218,82,84,17,35,0,134,136
2025-09-03 09:00:00+00:00,42,184,226,45,181,226,0,0,0,36,132,175,43,211,90,49,95,0,144,234,63,58,17,44,0,124,119
2025-09-03 09:15:00+00:00,40,161,201,39,214,253,0,0,0,34,126,169,43,203,81,70,93,0,163,244,61,64,26,41,0,128,131
2025-09-03 09:30:00+00:00,66,152,218,54,156,210,0,0,0,41,128,169,41,210,81,68,90,0,158,239,73,72,30,36,0,139,138
2025-09-03 09:45:00+00:00,63,147,210,53,147,200,0,0,0,48,126,175,49,223,90,66,94,0,160,250,68,84,14,59,0,141,157
2025-09-03 10:00:00+00:00,108,146,254,40,158,198,0,0,0,40,108,165,57,205,84,63,95,0,158,242,84,86,13,48,0,145,147
2025-09-03 10:15:00+00:00,93,161,254,39,166,205,0,0,0,36,115,163,48,199,82,61,91,0,152,234,76,77,12,49,0,137,138
2025-09-03 10:30:00+00:00,52,166,218,44,164,208,0,0,0,44,121,160,39,204,69,77,107,0,184,253,64,61,20,51,0,135,132
2025-09-03 10:45:00+00:00,63,146,209,53,155,208,0,0,0,39,109,151,42,190,72,55,85,0,140,212,65,51,24,33,0,122,108
2025-09-03 11:00:00+00:00,107,147,254,61,136,197,0,0,0,34,117,157,40,191,76,66,87,0,153,229,84,82,18,44,0,146,144
2025-09-03 11:15:00+00:00,53,134,187,43,170,213,0,0,0,40,131,169,38,209,75,72,107,0,179,254,64,63,22,46,0,132,131
2025-09-03 11:30:00+00:00,48,165,213,42,163,205,0,0,0,37,109,161,52,198,78,69,103,0,172,250,73,73,17,35,0,125,125
2025-09-03 11:45:00+00:00,40,169,209,43,176,219,0,0,0,43,115,148,33,191,69,55,92,0,147,216,74,63,19,48,0,141,130
2025-09-03 12:00:00+00:00,49,141,190,37,145,182,0,0,0,42,122,159,37,201,77,63,97,0,160,237,66,58,17,42,0,125,117
2025-09-03 12:15:00+00:00,35,151,186,38,171,209,0,0,0,42,118,145,27,187,63,65,95,0,160,223,60,44,14,44,0,118,102
2025-09-03 12:30:00+00:00,46,163,209,44,165,209,0,0,0,39,127,164,37,203,79,67,94,0,161,240,70,65,16,49,0,135,130
2025-09-03 12:45:00+00:00,33,138,171,34,151,185,0,0,0,34,121,171,50,205,89,63,90,0,153,242,66,65,20,46,0,132,131
2025-09-03 13:00:00+00:00,35,174,209,42,175,217,0,0,0,43,142,182,40,225,86,67,120,0,187,273,71,63,16,59,0,146,138
2025-09-03 13:15:00+00:00,45,165,210,44,168,212,0,0,0,44,133,173,40,217,81,73,109,0,182,263,81,63,16,58,0,155,137
2025-09-03 13:30:00+00:00,44,150,194,48,159,207,0,0,0,46,129,168,39,214,72,75,94,0,169,241,63,58,23,49,0,135,130
2025-09-03 13:45:00+00:00,75,187,262,73,189,262,0,0,0,41,120,144,24,185,83,44,83,0,127,210,84,80,12,143,0,239,235
2025-09-03 14:00:00+00:00,45,195,240,219,201,420,0,0,0,43,134,180,46,223,71,81,105,0,186,257,74,71,16,58,0,148,145
2025-09-03 14:15:00+00:00,46,169,215,49,171,220,0,0,0,44,116,174,58,218,71,73,83,0,156,227,76,75,17,46,0,139,138
2025-09-03 14:30:00+00:00,76,192,268,52,195,247,0,0,0,46,125,174,49,220,87,68,97,0,165,252,64,65,14,52,0,130,131
2025-09-03 14:45:00+00:00,86,189,275,48,191,239,0,0,0,35,143,190,47,225,91,80,115,0,195,286,69,74,27,45,0,141,146
2025-09-03 15:00:00+00:00,66,161,227,50,189,239,0,0,0,46,161,210,49,256,85,94,138,0,232,317,76,74,23,51,0,150,148
2025-09-03 15:15:00+00:00,120,162,282,46,146,192,0,0,0,51,135,180,45,231,82,84,101,0,185,267,74,65,16,47,0,137,128
2025-09-03 15:30:00+00:00,84,212,296,46,184,230,0,0,0,45,142,180,38,225,87,74,115,0,189,276,63,53,27,36,0,126,116
2025-09-03 15:45:00+00:00,83,172,255,50,170,220,0,0,0,42,126,173,47,215,76,66,107,0,173,249,80,68,20,43,0,143,131
2025-09-03 16:00:00+00:00,104,155,259,51,142,193,0,0,0,43,130,158,28,201,76,75,92,0,167,243,78,75,26,52,0,156,153
2025-09-03 16:15:00+00:00,125,152,277,37,141,178,0,0,0,38,120,169,49,207,72,63,91,0,154,226,68,60,19,43,0,130,122
2025-09-03 16:30:00+00:00,81,142,223,43,137,180,0,0,0,45,94,118,24,163,56,56,59,0,115,171,66,51,17,46,0,129,114
2025-09-03 16:45:00+00:00,101,147,248,48,140,188,0,0,0,29,110,139,29,168,65,51,78,0,129,194,64,47,30,42,0,136,119
2025-09-03 17:00:00+00:00,115,122,237,26,117,143,0,0,0,45,108,143,35,188,50,69,90,0,159,209,53,42,13,48,0,114,103
2025-09-03 17:15:00+00:00,96,112,208,34,102,136,0,0,0,36,106,135,29,171,60,54,78,0,132,192,59,54,17,44,0,120,115
2025-09-03 17:30:00+00:00,109,118,227,41,99,140,0,0,0,21,90,105,15,126,32,52,67,0,119,151,68,58,14,49,0,131,121
2025-09-03 17:45:00+00:00,88,115,203,41,103,144,0,0,0,39,93,127,34,166,45,61,69,0,130,175,63,50,16,35,0,114,101
2025-09-03 18:00:00+00:00,81,86,167,39,71,110,0,0,0,26,82,102,20,128,41,44,56,0,100,141,60,51,10,39,0,109,100
2025-09-03 18:15:00+00:00,80,98,178,27,88,115,0,0,0,21,84,104,20,125,47,36,53,0,89,136,46,36,10,27,0,83,73
2025-09-03 18:30:00+00:00,67,83,150,32,74,106,0,0,0,26,77,91,14,117,38,37,43,0,80,118,38,29,11,26,0,75,66
2025-09-03 18:45:00+00:00,77,74,151,26,63,89,0,0,0,24,69,81,12,105,30,39,48,0,87,117,38,27,9,28,0,75,64
2025-09-03 19:00:00+00:00,76,77,153,27,65,92,0,0,0,19,66,103,37,122,34,43,41,0,84,118,50,37,8,30,0,88,75
2025-09-03 19:15:00+00:00,80,87,167,23,79,102,0,0,0,17,68,82,14,99,34,32,107,0,139,173,37,23,5,25,0,67,53
2025-09-03 19:30:00+00:00,71,63,134,24,55,79,0,0,0,14,59,85,26,99,46,24,35,0,59,105,40,33,7,24,0,71,64
2025-09-03 19:45:00+00:00,69,79,148,25,68,93,0,0,0,14,59,70,11,84,29,27,34,0,61,90,30,22,5,23,0,58,50
2025-09-03 20:00:00+00:00,37,39,76,10,35,45,0,0,0,18,65,84,19,102,34,32,47,0,79,113,32,19,3,49,0,84,71
2025-09-03 20:15:00+00:00,45,51,96,13,42,55,0,0,0,5,56,74,18,79,32,21,37,0,58,90,23,13,7,16,0,46,36
2025-09-03 20:30:00+00:00,40,40,80,14,30,44,0,0,0,8,52,65,13,73,26,23,32,0,55,81,19,15,0,5,0,24,20
2025-09-03 20:45:00+00:00,16,17,33,6,13,19,0,0,0,13,37,41,4,54,22,12,19,0,31,53,12,9,4,15,0,31,28
2025-09-03 21:00:00+00:00,17,15,32,5,11,16,0,0,0,7,32,44,12,51,18,16,18,0,34,52,12,8,1,9,0,22,18
2025-09-03 21:15:00+00:00,17,19,36,3,18,21,0,0,0,15,37,47,10,62,15,20,21,0,41,56,12,3,4,11,0,27,18
2025-09-03 21:30:00+00:00,14,13,27,4,11,15,0,0,0,4,22,23,1,27,7,13,10,0,23,30,12,11,3,9,0,24,23
2025-09-03 21:45:00+00:00,10,8,18,6,5,11,0,0,0,4,13,19,6,23,5,8,10,0,18,23,7,7,0,4,0,11,11
2025-09-03 22:00:00+00:00,9,8,17,3,5,8,0,0,0,4,10,13,3,17,5,3,5,0,8,13,5,4,3,6,0,14,13
2025-09-03 22:15:00+00:00,6,10,16,1,9,10,0,0,0,1,8,9,1,10,3,5,4,0,9,12,7,5,1,5,0,13,11
2025-09-03 22:30:00+00:00,11,10,21,6,5,11,0,0,0,2,5,8,3,10,4,3,2,0,5,9,9,8,1,4,0,14,13
2025-09-03 22:45:00+00:00,5,5,10,1,5,6,0,0,0,0,6,9,3,9,3,4,3,0,7,10,5,3,0,1,0,6,4
2025-09-03 23:00:00+00:00,6,7,13,1,5,6,0,0,0,1,8,8,0,9,3,3,5,0,8,11,6,5,0,4,0,10,9
2025-09-03 23:15:00+00:00,10,8,18,2,6,8,0,0,0,1,11,10,0,11,1,4,10,0,14,15,2,1,0,2,0,4,3
2025-09-03 23:30:00+00:00,5,5,10,0,6,6,0,0,0,1,5,7,2,8,2,4,3,0,7,9,3,2,0,1,0,4,3
2025-09-03 23:45:00+00:00,5,5,10,1,4,5,0,0,0,0,3,8,5,8,3,3,2,0,5,8,4,2,0,1,0,5,3
2025-09-04 00:00:00+00:00,3,3,6,0,3,3,0,0,0,1,3,4,1,5,2,2,1,0,3,5,2,2,0,1,0,3,3
2025-09-04 00:15:00+00:00,5,5,10,4,4,8,0,0,0,2,4,6,2,8,0,4,1,0,5,5,2,2,0,0,0,2,2
2025-09-04 00:30:00+00:00,4,3,7,2,2,4,0,0,0,1,4,5,1,6,2,0,3,0,3,5,0,1,0,0,0,0,1
2025-09-04 00:45:00+00:00,3,3,6,3,0,3,0,0,0,0,2,2,0,2,2,1,0,0,1,3,6,3,0,5,0,11,8
2025-09-04 01:00:00+00:00,2,3,5,1,3,4,0,0,0,1,3,4,1,5,1,3,0,0,3,4,3,2,1,2,0,6,5
2025-09-04 01:15:00+00:00,7,6,13,2,6,8,0,0,0,1,6,6,0,7,3,1,3,0,4,7,0,0,0,1,0,1,1
2025-09-04 01:30:00+00:00,1,1,2,0,1,1,0,0,0,1,6,7,1,8,2,3,6,0,9,11,0,0,0,2,0,2,2
2025-09-04 01:45:00+00:00,6,8,14,2,7,9,0,0,0,0,1,2,1,2,2,0,0,0,0,2,2,2,0,1,0,3,3
2025-09-04 02:00:00+00:00,5,4,9,0,3,3,0,0,0,2,4,4,0,6,0,2,4,0,6,6,3,2,0,2,0,5,4
2025-09-04 02:15:00+00:00,6,7,13,2,5,7,0,0,0,4,8,5,0,9,1,4,1,0,5,6,4,1,0,2,0,6,3
2025-09-04 02:30:00+00:00,17,18,35,6,16,22,0,0,0,0,5,6,1,6,2,4,2,0,6,8,6,4,0,3,0,9,7
2025-09-04 02:45:00+00:00,17,17,34,5,15,20,0,0,0,1,2,3,1,4,2,1,1,0,2,4,7,6,0,3,0,10,9
2025-09-04 03:00:00+00:00,30,30,60,11,25,36,0,0,0,1,9,11,2,12,5,4,5,0,9,14,11,6,2,9,0,22,17
2025-09-04 03:15:00+00:00,43,51,94,15,43,58,0,0,0,6,18,17,0,23,7,9,6,0,15,22,13,11,1,4,0,18,16
2025-09-04 03:30:00+00:00,53,56,109,13,47,60,0,0,0,9,24,27,3,36,8,18,13,0,31,39,30,21,3,9,0,42,33
2025-09-04 03:45:00+00:00,59,70,129,22,57,79,0,0,0,8,28,44,16,52,15,19,15,0,34,49,34,27,7,8,0,49,42
2025-09-04 04:00:00+00:00,57,70,127,15,64,79,0,0,0,6,32,38,6,44,16,15,22,0,37,53,20,10,3,16,0,39,29
2025-09-04 04:15:00+00:00,75,83,158,22,70,92,0,0,0,6,23,42,19,48,19,17,15,0,32,51,25,17,5,5,0,35,27
2025-09-04 04:30:00+00:00,91,127,218,19,126,145,0,0,0,12,42,61,19,73,19,33,23,0,56,75,32,28,9,12,0,53,49
2025-09-04 04:45:00+00:00,98,137,235,34,131,165,0,0,0,26,63,72,9,98,36,35,32,0,67,103,41,34,8,16,0,65,58
2025-09-04 05:00:00+00:00,84,147,231,37,148,185,0,0,0,29,86,101,15,130,41,48,47,0,95,136,57,39,19,26,0,102,84
2025-09-04 05:15:00+00:00,45,168,213,40,170,210,0,0,0,36,90,115,25,151,41,65,63,0,128,169,76,60,13,36,0,125,109
2025-09-04 05:30:00+00:00,71,157,228,36,165,201,0,0,0,35,105,169,64,204,52,90,101,0,191,243,68,54,26,48,0,142,128
2025-09-04 05:45:00+00:00,66,181,247,39,192,231,0,0,0,42,103,206,103,248,70,99,92,0,191,261,70,74,29,27,0,126,130
2025-09-04 06:00:00+00:00,53,161,214,34,173,207,0,0,0,43,86,158,72,201,64,82,61,0,143,207,77,68,29,24,0,130,121
2025-09-04 06:15:00+00:00,68,174,242,36,176,212,0,0,0,38,83,144,61,182,56,66,55,0,121,177,75,69,17,34,0,126,120
2025-09-04 06:30:00+00:00,120,194,314,36,191,227,0,0,0,29,105,158,53,187,74,60,79,0,139,213,70,75,11,39,0,120,125
2025-09-04 06:45:00+00:00,38,144,182,43,164,207,0,0,0,37,110,154,44,191,77,66,89,0,155,232,52,59,16,30,0,98,105
2025-09-04 07:00:00+00:00,37,155,192,39,159,198,0,0,0,26,97,132,35,158,60,50,60,0,110,170,74,63,14,29,0,117,106
2025-09-04 07:15:00+00:00,45,140,185,43,164,207,0,0,0,36,97,155,58,191,83,55,60,0,115,198,73,65,20,30,0,123,115
2025-09-04 07:30:00+00:00,36,165,201,37,173,210,0,0,0,40,122,169,47,209,79,71,75,0,146,225,70,60,21,33,0,124,114
2025-09-04 07:45:00+00:00,70,161,231,43,172,215,0,0,0,30,100,156,56,186,67,65,72,0,137,204,73,75,19,38,0,130,132
2025-09-04 08:00:00+00:00,49,149,198,41,151,192,0,0,0,28,94,163,69,191,89,52,66,0,118,207,65,64,22,36,0,123,122
2025-09-04 08:15:00+00:00,42,155,197,42,161,203,0,0,0,27,105,165,60,192,91,58,76,0,134,225,74,61,18,38,0,130,117
2025-09-04 08:30:00+00:00,54,165,219,40,167,207,0,0,0,36,94,153,59,189,76,48,67,0,115,191,68,65,19,46,0,133,130
