timestamp,west_left_upstream,west_straight_right_upstream,west_total_upstream,west_left_stopline,west_straight_right_stopline,west_total_stopline_check,south_straight_failed,south_straight_alt_failed,south_total_failed_check,east_left_upstream,east_straight_upstream,east_straight_right_upstream,east_right_inferred_upstream,east_total_upstream,east_right_stopline,east_straight1_stopline,east_straight2_stopline,east_left_stopline_failed,east_straight_total_stopline_check,east_total_stopline_check,north_left_upstream,north_left_stopline,north_straight_stopline,north_right_stopline,north_straight_right_failed,north_total_mixed,north_total_stopline_check
2025-09-06 22:00:00+00:00,32,27,59,6,26,32,0,0,0,11,35,48,13,59,23,18,19,0,37,60,18,17,1,6,0,25,24
2025-09-06 22:15:00+00:00,40,40,80,14,35,49,0,0,0,7,30,45,15,52,16,16,21,0,37,53,21,20,4,8,0,33,32
2025-09-06 22:30:00+00:00,37,38,75,12,35,47,0,0,0,5,25,40,15,45,18,14,14,0,28,46,22,17,2,11,0,35,30
2025-09-06 22:45:00+00:00,28,33,61,6,32,38,0,0,0,5,34,52,18,57,16,21,27,0,48,64,24,22,5,11,0,40,38
2025-09-06 23:00:00+00:00,36,39,75,9,33,42,0,0,0,10,33,32,0,42,7,18,18,0,36,43,10,10,0,6,0,16,16
2025-09-06 23:15:00+00:00,23,20,43,7,18,25,0,0,0,3,19,29,10,32,11,8,14,0,22,33,7,5,2,14,0,23,21
2025-09-06 23:30:00+00:00,22,22,44,8,17,25,0,0,0,3,14,20,6,23,8,7,10,0,17,25,15,13,0,7,0,22,20
2025-09-06 23:45:00+00:00,19,22,41,4,20,24,0,0,0,8,36,43,7,51,16,17,19,0,36,52,14,10,2,6,0,22,18
2025-09-07 00:00:00+00:00,9,13,22,3,10,13,0,0,0,6,22,22,0,28,4,9,16,0,25,29,9,6,0,5,0,14,11
2025-09-07 00:15:00+00:00,17,11,28,5,11,16,0,0,0,6,13,11,0,17,1,6,7,0,13,14,6,6,2,4,0,12,12
2025-09-07 00:30:00+00:00,12,13,25,2,10,12,0,0,0,7,16,8,0,15,1,5,5,0,10,11,9,5,1,3,0,13,9
2025-09-07 00:45:00+00:00,12,16,28,3,14,17,0,0,0,2,13,13,0,15,5,4,5,0,9,14,5,4,0,0,0,5,4
2025-09-07 01:00:00+00:00,11,12,23,1,11,12,0,0,0,4,11,9,0,13,3,2,9,0,11,14,8,3,1,5,0,14,9
2025-09-07 01:15:00+00:00,11,11,22,2,9,11,0,0,0,1,9,10,1,11,2,5,5,0,10,12,3,4,3,0,0,6,7
2025-09-07 01:30:00+00:00,15,16,31,3,14,17,0,0,0,1,6,11,5,12,2,5,5,0,10,12,3,2,0,1,0,4,3
2025-09-07 01:45:00+00:00,6,8,14,1,7,8,0,0,0,1,2,2,0,3,1,1,0,0,1,2,3,1,0,4,0,7,5
2025-09-07 02:00:00+00:00,0,0,0,0,0,0,0,0,0,1,8,7,0,8,3,3,1,0,4,7,3,3,1,0,0,4,4
2025-09-07 02:15:00+00:00,7,7,14,0,7,7,0,0,0,1,4,7,3,8,2,4,3,0,7,9,8,4,0,3,0,11,7
2025-09-07 02:30:00+00:00,9,8,17,3,7,10,0,0,0,0,2,6,4,6,1,2,2,0,4,5,8,5,1,2,0,11,8
2025-09-07 02:45:00+00:00,6,6,12,2,4,6,0,0,0,2,3,3,0,5,1,2,2,0,4,5,3,1,1,3,0,7,5
2025-09-07 03:00:00+00:00,10,9,19,4,8,12,0,0,0,1,6,6,0,7,4,2,2,0,4,8,2,2,1,0,0,3,3
2025-09-07 03:15:00+00:00,7,9,16,2,7,9,0,0,0,1,6,5,0,6,1,0,3,0,3,4,5,6,0,3,0,8,9
2025-09-07 03:30:00+00:00,9,9,18,2,19,21,0,0,0,6,12,8,0,14,2,4,4,0,8,10,5,1,1,1,0,7,3
2025-09-07 03:45:00+00:00,7,8,15,1,7,8,0,0,0,3,10,9,0,12,2,3,5,0,8,10,6,3,0,2,0,8,5
2025-09-07 04:00:00+00:00,15,16,31,6,12,18,0,0,0,2,6,5,0,7,3,2,2,0,4,7,4,1,0,7,0,11,8
2025-09-07 04:15:00+00:00,12,12,24,5,9,14,0,0,0,2,4,6,2,8,3,2,1,0,3,6,7,4,0,5,0,12,9
2025-09-07 04:30:00+00:00,23,22,45,6,19,25,0,0,0,3,12,14,2,17,7,6,2,0,8,15,6,5,0,0,0,6,5
2025-09-07 04:45:00+00:00,16,17,33,8,11,19,0,0,0,1,5,14,9,15,4,10,2,0,12,16,10,6,2,5,0,17,13
2025-09-07 05:00:00+00:00,14,17,31,4,14,18,0,0,0,1,8,11,3,12,3,4,4,0,8,11,9,7,0,4,0,13,11
2025-09-07 05:15:00+00:00,12,18,30,2,16,18,0,0,0,3,8,9,1,12,2,4,4,0,8,10,4,6,1,0,0,5,7
2025-09-07 05:30:00+00:00,22,23,45,11,15,26,0,0,0,3,12,19,7,22,11,6,5,0,11,22,10,8,0,4,0,14,12
2025-09-07 05:45:00+00:00,30,32,62,13,30,43,0,0,0,2,10,16,6,18,8,6,3,0,9,17,7,8,1,3,0,11,12
2025-09-07 06:00:00+00:00,28,23,51,14,19,33,0,0,0,3,12,19,7,22,9,7,7,0,14,23,9,9,5,3,0,17,17
2025-09-07 06:15:00+00:00,32,35,67,5,33,38,0,0,0,2,11,18,7,20,7,6,8,0,14,21,14,13,2,4,0,20,19
2025-09-07 06:30:00+00:00,39,40,79,16,27,43,0,0,0,2,18,25,7,27,10,12,9,0,21,31,8,5,1,8,0,17,14
2025-09-07 06:45:00+00:00,57,63,120,12,55,67,0,0,0,10,22,29,7,39,12,14,7,0,21,33,20,16,3,13,0,36,32
2025-09-07 07:00:00+00:00,54,60,114,17,58,75,0,0,0,9,34,36,2,45,10,11,20,0,31,41,23,21,1,13,0,37,35
2025-09-07 07:15:00+00:00,64,75,139,19,61,80,0,0,0,3,25,35,10,38,13,12,19,0,31,44,14,13,2,13,0,29,28
2025-09-07 07:30:00+00:00,71,77,148,15,68,83,0,0,0,12,56,63,7,75,27,24,34,0,58,85,19,15,4,6,0,29,25
2025-09-07 07:45:00+00:00,75,81,156,18,81,99,0,0,0,5,40,56,16,61,22,19,28,0,47,69,39,34,7,17,0,63,58
2025-09-07 08:00:00+00:00,92,97,189,32,91,123,0,0,0,16,54,70,16,86,22,34,35,0,69,91,28,27,3,15,0,46,45
2025-09-07 08:15:00+00:00,97,114,211,34,113,147,0,0,0,11,58,70,12,81,25,25,40,0,65,90,32,30,4,21,0,57,55
2025-09-07 08:30:00+00:00,80,89,169,21,178,199,0,0,0,15,57,80,23,95,26,32,40,0,72,98,27,21,3,17,0,47,41
2025-09-07 08:45:00+00:00,78,91,169,24,82,106,0,0,0,14,65,77,12,91,25,26,46,0,72,97,18,17,4,16,0,38,37
2025-09-07 09:00:00+00:00,87,85,172,34,86,120,0,0,0,14,58,63,5,77,18,27,37,0,64,82,25,21,11,22,0,58,54
2025-09-07 09:15:00+00:00,86,99,185,49,103,152,0,0,0,15,59,79,20,94,20,41,38,0,79,99,21,20,4,25,0,50,49
2025-09-07 09:30:00+00:00,84,113,197,34,90,124,0,0,0,16,72,98,26,114,24,44,63,0,107,131,27,22,4,30,0,61,56
2025-09-07 09:45:00+00:00,94,92,186,32,92,124,0,0,0,13,72,88,16,101,28,37,48,0,85,113,29,25,5,25,0,59,55
2025-09-07 10:00:00+00:00,95,106,201,38,95,133,0,0,0,12,82,97,15,109,28,36,57,0,93,121,33,22,8,25,0,66,55
2025-09-07 10:15:00+00:00,94,101,195,40,100,140,0,0,0,20,77,86,9,106,27,34,48,0,82,109,42,35,7,23,0,72,65
2025-09-07 10:30:00+00:00,94,110,204,43,105,148,0,0,0,17,84,107,23,124,28,49,51,0,100,128,28,22,6,26,0,60,54
2025-09-07 10:45:00+00:00,73,85,158,28,77,105,0,0,0,16,86,101,15,117,29,33,60,0,93,122,27,20,8,40,0,75,68
2025-09-07 11:00:00+00:00,94,115,209,32,118,150,0,0,0,18,78,93,15,111,36,42,63,0,105,141,40,39,7,18,0,65,64
2025-09-07 11:15:00+00:00,83,100,183,27,89,116,0,0,0,16,74,79,5,95,32,26,48,0,74,106,33,25,8,35,0,76,68
2025-09-07 11:30:00+00:00,80,98,178,36,92,128,0,0,0,22,90,87,0,109,32,35,53,0,88,120,44,34,9,34,0,87,77
2025-09-07 11:45:00+00:00,68,97,165,37,99,136,0,0,0,16,75,104,29,120,27,45,64,0,109,136,34,22,9,39,0,82,70
2025-09-07 12:00:00+00:00,81,103,184,33,101,134,0,0,0,14,81,102,21,116,33,37,61,0,98,131,37,28,8,32,0,77,68
2025-09-07 12:15:00+00:00,89,133,222,41,128,169,0,0,0,16,81,101,20,117,37,40,56,0,96,133,43,33,9,35,0,87,77
2025-09-07 12:30:00+00:00,92,119,211,32,108,140,0,0,0,17,78,90,12,107,29,37,53,0,90,119,40,32,7,39,0,86,78
2025-09-07 12:45:00+00:00,78,121,199,39,115,154,0,0,0,15,79,106,27,121,38,45,57,0,102,140,38,29,10,30,0,78,69
2025-09-07 13:00:00+00:00,93,123,216,33,117,150,0,0,0,22,90,89,0,111,24,35,60,0,95,119,34,24,4,43,0,81,71
2025-09-07 13:15:00+00:00,63,103,166,29,102,131,0,0,0,20,92,101,9,121,35,35,68,0,103,138,29,25,11,24,0,64,60
2025-09-07 13:30:00+00:00,98,101,199,37,98,135,0,0,0,17,79,91,12,108,32,34,50,0,84,116,32,23,1,26,0,59,50
2025-09-07 13:45:00+00:00,84,98,182,39,93,132,0,0,0,15,68,89,21,104,32,35,50,0,85,117,47,42,9,30,0,86,81
2025-09-07 14:00:00+00:00,85,113,198,38,90,128,0,0,0,22,77,86,9,108,22,37,46,0,83,105,43,37,5,41,0,89,83
2025-09-07 14:15:00+00:00,80,106,186,27,94,121,0,0,0,22,79,90,11,112,33,37,56,0,93,126,41,27,9,40,0,90,76
2025-09-07 14:30:00+00:00,83,108,191,28,106,134,0,0,0,21,82,83,1,104,25,40,53,0,93,118,40,29,15,39,0,94,83
2025-09-07 14:45:00+00:00,87,112,199,33,101,134,0,0,0,22,84,91,7,113,30,34,63,0,97,127,35,26,11,35,0,81,72
2025-09-07 15:00:00+00:00,92,123,215,37,114,151,0,0,0,30,73,89,16,119,35,39,53,0,92,127,56,38,11,36,0,103,85
2025-09-07 15:15:00+00:00,94,119,213,35,112,147,0,0,0,32,92,112,20,144,42,51,68,0,119,161,50,37,9,37,0,96,83
2025-09-07 15:30:00+00:00,121,140,261,35,120,155,0,0,0,35,103,111,8,146,34,48,75,0,123,157,50,42,11,29,0,90,82
2025-09-07 15:45:00+00:00,97,134,231,32,136,168,0,0,0,32,82,104,22,136,38,45,69,0,114,152,47,29,17,40,0,104,86
2025-09-07 16:00:00+00:00,82,120,202,63,117,180,0,0,0,36,105,113,8,149,39,48,86,0,134,173,49,38,13,28,0,90,79
2025-09-07 16:15:00+00:00,69,106,175,37,102,139,0,0,0,23,83,97,14,120,41,36,52,0,88,129,44,33,14,36,0,94,83
2025-09-07 16:30:00+00:00,73,96,169,42,87,129,0,0,0,22,99,110,11,132,36,47,82,0,129,165,58,41,14,35,0,107,90
2025-09-07 16:45:00+00:00,85,99,184,29,85,114,0,0,0,22,82,96,14,118,36,42,57,0,99,135,33,27,13,35,0,81,75
2025-09-07 17:00:00+00:00,84,90,174,24,83,107,0,0,0,21,81,95,14,116,24,44,56,0,100,124,43,32,9,36,0,88,77
2025-09-07 17:15:00+00:00,88,103,191,22,92,114,0,0,0,20,78,92,14,112,38,32,61,0,93,131,50,45,2,30,0,82,77
2025-09-07 17:30:00+00:00,84,104,188,20,96,116,0,0,0,21,80,92,12,113,28,39,48,0,87,115,43,32,7,20,0,70,59
2025-09-07 17:45:00+00:00,84,97,181,39,83,122,0,0,0,19,69,74,5,93,28,24,43,0,67,95,41,32,11,32,0,84,75
2025-09-07 18:00:00+00:00,81,97,178,32,81,113,0,0,0,29,79,85,6,114,26,34,53,0,87,113,50,36,8,40,0,98,84
2025-09-07 18:15:00+00:00,77,87,164,38,75,113,0,0,0,27,79,89,10,116,41,33,39,0,72,113,44,40,14,32,0,90,86
2025-09-07 18:30:00+00:00,78,92,170,30,82,112,0,0,0,17,58,81,23,98,39,32,32,0,64,103,49,45,11,24,0,84,80
2025-09-07 18:45:00+00:00,80,90,170,27,85,112,0,0,0,15,51,60,9,75,25,22,32,0,54,79,33,32,1,16,0,50,49
2025-09-07 19:00:00+00:00,57,69,126,22,58,80,0,0,0,16,46,54,8,70,27,16,21,0,37,64,32,23,6,21,0,59,50
2025-09-07 19:15:00+00:00,39,48,87,13,45,58,0,0,0,15,37,57,20,72,24,24,19,0,43,67,23,15,7,15,0,45,37
2025-09-07 19:30:00+00:00,54,53,107,17,41,58,0,0,0,12,38,47,9,59,17,17,19,0,36,53,24,21,3,20,0,47,44
2025-09-07 19:45:00+00:00,50,54,104,18,42,60,0,0,0,3,32,50,18,53,22,19,18,0,37,59,16,16,1,6,0,23,23
2025-09-07 20:00:00+00:00,50,48,98,21,35,56,0,0,0,6,32,55,23,61,26,17,17,0,34,60,29,26,6,17,0,52,49
2025-09-07 20:15:00+00:00,28,28,56,12,22,34,0,0,0,12,30,39,9,51,20,16,11,0,27,47,24,18,6,10,0,40,34
2025-09-07 20:30:00+00:00,25,16,41,9,16,25,0,0,0,10,29,43,14,53,16,22,11,0,33,49,13,7,3,9,0,25,19
2025-09-07 20:45:00+00:00,35,33,68,11,27,38,0,0,0,11,32,32,0,43,13,13,12,0,25,38,12,10,5,7,0,24,22
2025-09-07 21:00:00+00:00,23,21,44,8,16,24,0,0,0,5,21,24,3,29,10,9,9,0,18,28,15,11,1,9,0,25,21
2025-09-07 21:15:00+00:00,22,19,41,7,15,22,0,0,0,9,37,37,0,46,15,15,19,0,34,49,11,9,2,5,0,18,16
2025-09-07 21:30:00+00:00,12,13,25,1,13,14,0,0,0,3,9,13,4,16,7,3,4,0,7,14,7,5,1,3,0,11,9
2025-09-07 21:45:00+00:00,15,13,28,6,10,16,0,0,0,3,14,14,0,17,6,4,7,0,11,17,7,6,0,4,0,11,10
2025-09-07 22:00:00+00:00,11,10,21,5,8,13,0,0,0,2,11,15,4,17,7,4,4,0,8,15,9,6,0,7,0,16,13
2025-09-07 22:15:00+00:00,14,12,26,5,10,15,0,0,0,1,9,14,5,15,9,3,3,0,6,15,9,5,2,5,0,16,12
2025-09-07 22:30:00+00:00,6,3,9,1,3,4,0,0,0,1,8,11,3,12,5,3,4,0,7,12,2,2,0,1,0,3,3
2025-09-07 22:45:00+00:00,6,5,11,1,5,6,0,0,0,2,4,6,2,8,3,3,2,0,5,8,5,1,0,5,0,10,6
2025-09-07 23:00:00+00:00,6,7,13,2,4,6,0,0,0,3,6,9,3,12,6,1,2,0,3,9,2,1,0,2,0,4,3
2025-09-07 23:15:00+00:00,4,3,7,1,2,3,0,0,0,1,5,4,0,5,1,2,3,0,5,6,5,3,0,4,0,9,7
2025-09-07 23:30:00+00:00,5,6,11,2,5,7,0,0,0,1,3,4,1,5,1,3,1,0,4,5,0,0,0,0,0,0,0
2025-09-07 23:45:00+00:00,7,5,12,1,4,5,0,0,0,1,8,9,1,10,1,4,7,0,11,12,3,1,1,2,0,6,4
2025-09-08 00:00:00+00:00,3,1,4,1,1,2,0,0,0,2,9,10,1,12,6,3,2,0,5,11,2,0,0,0,0,2,0
2025-09-08 00:15:00+00:00,4,4,8,1,3,4,0,0,0,0,3,4,1,4,2,4,0,0,4,6,5,3,0,2,0,7,5
2025-09-08 00:30:00+00:00,3,3,6,2,2,4,0,0,0,0,3,4,1,4,2,0,2,0,2,4,1,1,0,1,0,2,2
2025-09-08 00:45:00+00:00,3,4,7,1,3,4,0,0,0,0,1,2,1,2,0,2,0,0,2,2,0,0,0,0,0,0,0
2025-09-08 01:00:00+00:00,2,2,4,2,0,2,0,0,0,0,1,1,0,1,1,0,0,0,0,1,3,1,0,2,0,5,3
2025-09-08 01:15:00+00:00,5,5,10,2,3,5,0,0,0,0,1,2,1,2,1,1,0,0,1,2,1,2,0,0,0,1,2
2025-09-08 01:30:00+00:00,1,2,3,0,1,1,0,0,0,0,1,2,1,2,0,1,1,0,2,2,2,1,0,1,0,3,2
2025-09-08 01:45:00+00:00,4,6,10,0,6,6,0,0,0,2,3,3,0,5,1,1,1,0,2,3,2,1,0,0,0,2,1
2025-09-08 02:00:00+00:00,6,8,14,1,8,9,0,0,0,1,1,1,0,2,0,1,1,0,2,2,4,4,0,2,0,6,6
2025-09-08 02:15:00+00:00,12,15,27,4,12,16,0,0,0,1,4,3,0,4,3,1,0,0,1,4,8,2,2,3,0,13,7
2025-09-08 02:30:00+00:00,17,17,34,4,15,19,0,0,0,1,2,4,2,5,3,0,1,0,1,4,12,11,0,3,0,15,14
2025-09-08 02:45:00+00:00,20,20,40,5,16,21,0,0,0,1,3,11,8,12,5,5,2,0,7,12,10,11,2,0,0,12,13
2025-09-08 03:00:00+00:00,28,26,54,12,19,31,0,0,0,0,5,6,1,6,5,1,1,0,2,7,9,8,1,6,0,16,15
2025-09-08 03:15:00+00:00,34,38,72,5,33,38,0,0,0,0,6,13,7,13,5,9,2,0,11,16,22,15,1,15,0,38,31
2025-09-08 03:30:00+00:00,57,64,121,16,64,80,0,0,0,6,20,26,6,32,11,13,6,0,19,30,28,26,2,5,0,35,33
2025-09-08 03:45:00+00:00,61,74,135,17,66,83,0,0,0,11,32,48,16,59,16,22,13,0,35,51,33,35,0,8,0,41,43
2025-09-08 04:00:00+00:00,46,65,111,12,74,86,0,0,0,7,29,38,9,45,17,17,18,0,35,52,30,17,0,12,0,42,29
2025-09-08 04:15:00+00:00,54,89,143,19,85,104,0,0,0,3,24,42,18,45,20,17,9,0,26,46,33,22,7,13,0,53,42
2025-09-08 04:30:00+00:00,63,131,194,32,127,159,0,0,0,12,38,48,10,60,12,33,16,0,49,61,28,19,7,10,0,45,36
2025-09-08 04:45:00+00:00,101,142,243,34,132,166,0,0,0,22,69,74,5,96,35,29,33,0,62,97,39,35,10,13,0,62,58
2025-09-08 05:00:00+00:00,78,155,233,34,167,201,0,0,0,29,79,98,19,127,43,48,49,0,97,140,60,49,16,24,0,100,89
2025-09-08 05:15:00+00:00,47,158,205,44,163,207,0,0,0,37,90,126,36,163,48,66,64,0,130,178,68,54,25,46,0,139,125
2025-09-08 05:30:00+00:00,68,141,209,40,182,222,0,0,0,37,126,179,53,216,66,88,107,0,195,261,65,66,17,47,0,129,130
2025-09-08 05:45:00+00:00,41,176,217,40,200,240,0,0,0,48,126,167,41,215,68,83,109,0,192,260,82,76,20,47,0,149,143
2025-09-08 06:00:00+00:00,38,178,216,37,182,219,0,0,0,37,112,145,33,182,49,75,73,0,148,197,67,52,32,34,0,133,118
2025-09-08 06:15:00+00:00,55,159,214,46,163,209,0,0,0,33,93,136,43,169,55,61,68,0,129,184,76,79,24,40,0,140,143
2025-09-08 06:30:00+00:00,43,145,188,61,151,212,0,0,0,35,109,149,40,184,63,59,76,0,135,198,71,72,28,44,0,143,144
2025-09-08 06:45:00+00:00,35,161,196,40,150,190,0,0,0,44,114,152,38,196,74,60,85,0,145,219,75,77,23,35,0,133,135
2025-09-08 07:00:00+00:00,47,180,227,41,182,223,0,0,0,37,111,146,35,183,64,45,79,0,124,188,69,54,15,42,0,126,111
2025-09-08 07:15:00+00:00,43,142,185,43,159,202,0,0,0,37,101,132,31,169,58,48,64,0,112,170,63,59,19,35,0,117,113
2025-09-08 07:30:00+00:00,51,143,194,43,155,198,0,0,0,41,122,153,31,194,70,61,80,0,141,211,77,74,22,46,0,145,142
2025-09-08 07:45:00+00:00,43,166,209,42,180,222,0,0,0,37,113,154,41,191,79,58,79,0,137,216,63,57,21,30,0,114,108
2025-09-08 08:00:00+00:00,38,153,191,40,152,192,0,0,0,40,118,165,47,205,82,56,89,0,145,227,75,74,33,51,0,159,158
2025-09-08 08:15:00+00:00,38,182,220,39,185,224,0,0,0,34,106,183,77,217,88,67,67,0,134,222,76,76,17,40,0,133,133
2025-09-08 08:30:00+00:00,41,180,221,42,187,229,0,0,0,36,116,177,61,213,83,65,99,0,164,247,87,82,23,43,0,153,148
2025-09-08 08:45:00+00:00,142,147,289,44,147,191,0,0,0,30,109,177,68,207,99,55,74,0,129,228,77,81,21,36,0,134,138
2025-09-08 09:00:00+00:00,58,181,239,46,186,232,0,0,0,36,117,165,48,201,96,61,75,0,136,232,88,93,13,44,0,145,150
2025-09-08 09:15:00+00:00,39,178,217,39,181,220,0,0,0,39,126,145,19,184,65,57,80,0,137,202,69,64,11,46,0,126,121
2025-09-08 09:30:00+00:00,51,160,211,59,158,217,0,0,0,38,121,150,29,188,84,44,88,0,132,216,77,74,23,57,0,157,154
2025-09-08 09:45:00+00:00,54,159,213,63,169,232,0,0,0,37,131,172,41,209,97,57,99,0,156,253,84,86,24,58,0,166,168
2025-09-08 10:00:00+00:00,57,168,225,61,166,227,0,0,0,32,117,167,50,199,106,50,92,0,142,248,77,72,19,51,0,147,142
2025-09-08 10:15:00+00:00,41,161,202,47,159,206,0,0,0,34,127,149,22,183,80,50,93,0,143,223,74,63,22,54,0,150,139
2025-09-08 10:30:00+00:00,108,164,272,53,149,202,0,0,0,34,118,151,33,185,67,60,99,0,159,226,80,61,17,63,0,160,141
2025-09-08 10:45:00+00:00,100,155,255,41,156,197,0,0,0,43,116,149,33,192,80,49,88,0,137,217,63,55,12,56,0,131,123
2025-09-08 11:00:00+00:00,59,155,214,42,159,201,0,0,0,35,130,175,45,210,86,66,95,0,161,247,70,66,20,53,0,143,139
2025-09-08 11:15:00+00:00,46,136,182,42,144,186,0,0,0,43,127,163,36,206,84,55,91,0,146,230,80,85,17,48,0,145,150
2025-09-08 11:30:00+00:00,60,175,235,39,176,215,0,0,0,41,119,156,37,197,79,60,99,0,159,238,82,82,16,60,0,158,158
2025-09-08 11:45:00+00:00,74,142,216,39,154,193,0,0,0,44,138,166,28,210,72,66,103,0,169,241,74,77,20,46,0,140,143
2025-09-08 12:00:00+00:00,43,127,170,43,147,190,0,0,0,44,130,166,36,210,78,55,110,0,165,243,60,59,24,46,0,130,129
2025-09-08 12:15:00+00:00,48,152,200,41,172,213,0,0,0,50,122,175,53,225,90,53,99,0,152,242,72,70,16,53,0,141,139
2025-09-08 12:30:00+00:00,44,173,217,45,190,235,0,0,0,42,122,167,45,209,85,60,98,0,158,243,77,60,23,54,0,154,137
2025-09-08 12:45:00+00:00,44,181,225,38,187,225,0,0,0,57,151,171,20,228,98,56,121,0,177,275,77,76,27,52,0,156,155
2025-09-08 13:00:00+00:00,54,196,250,39,199,238,0,0,0,36,126,184,58,220,85,74,102,0,176,261,83,79,15,59,0,157,153
2025-09-08 13:15:00+00:00,41,180,221,44,181,225,0,0,0,34,125,226,101,260,109,81,111,0,192,301,78,82,24,66,0,168,172
2025-09-08 13:30:00+00:00,64,186,250,60,187,247,0,0,0,56,127,181,54,237,83,86,111,0,197,280,70,77,32,52,0,154,161
2025-09-08 13:45:00+00:00,42,191,233,42,195,237,0,0,0,42,126,187,61,229,103,67,106,0,173,276,77,57,27,55,0,159,139
2025-09-08 14:00:00+00:00,40,179,219,41,178,219,0,0,0,51,142,203,61,254,97,85,130,0,215,312,75,81,29,54,0,158,164
2025-09-08 14:15:00+00:00,47,151,198,46,181,227,0,0,0,47,114,187,73,234,93,65,108,0,173,266,76,72,18,50,0,144,140
2025-09-08 14:30:00+00:00,63,191,254,48,193,241,0,0,0,52,150,191,41,243,100,72,119,0,191,291,80,80,25,53,0,158,158
2025-09-08 14:45:00+00:00,83,188,271,50,192,242,0,0,0,46,127,180,53,226,103,66,110,0,176,279,81,86,21,45,0,147,152
2025-09-08 15:00:00+00:00,68,175,243,49,195,244,0,0,0,53,143,190,47,243,88,91,134,0,225,313,75,68,24,45,0,144,137
2025-09-08 15:15:00+00:00,55,156,211,51,176,227,0,0,0,54,162,198,36,252,99,82,127,0,209,308,86,88,15,52,0,153,155
2025-09-08 15:30:00+00:00,99,174,273,52,173,225,0,0,0,55,136,167,31,222,79,63,119,0,182,261,83,87,22,45,0,150,154
2025-09-08 15:45:00+00:00,63,132,195,51,153,204,0,0,0,42,133,147,14,189,60,70,109,0,179,239,77,66,33,53,0,163,152
2025-09-08 16:00:00+00:00,82,165,247,48,177,225,0,0,0,42,132,158,26,200,75,60,111,0,171,246,80,61,16,49,0,145,126
2025-09-08 16:15:00+00:00,77,143,220,51,143,194,0,0,0,47,117,139,22,186,55,54,92,0,146,201,71,70,16,50,0,137,136
2025-09-08 16:30:00+00:00,93,140,233,42,135,177,0,0,0,21,100,139,39,160,50,52,80,0,132,182,80,73,24,43,0,147,140
2025-09-08 16:45:00+00:00,96,138,234,36,125,161,0,0,0,35,86,103,17,138,55,41,50,0,91,146,57,52,12,44,0,113,108
2025-09-08 17:00:00+00:00,113,126,239,35,116,151,0,0,0,32,103,126,23,158,63,55,74,0,129,192,65,47,11,42,0,118,100
2025-09-08 17:15:00+00:00,87,98,185,44,85,129,0,0,0,24,97,126,29,150,60,37,73,0,110,170,55,36,14,42,0,111,92
2025-09-08 17:30:00+00:00,63,79,142,54,67,121,0,0,0,29,83,102,19,131,42,38,55,0,93,135,48,37,15,41,0,104,93
2025-09-08 17:45:00+00:00,86,95,181,32,83,115,0,0,0,29,69,74,5,103,37,27,38,0,65,102,59,51,8,33,0,100,92
2025-09-08 18:00:00+00:00,83,102,185,32,92,124,0,0,0,20,65,99,34,119,52,32,36,0,68,120,43,35,15,32,0,90,82
2025-09-08 18:15:00+00:00,75,75,150,28,71,99,0,0,0,21,69,95,26,116,44,35,35,0,70,114,34,39,12,37,0,83,88
2025-09-08 18:30:00+00:00,79,88,167,33,68,101,0,0,0,23,63,66,3,89,34,27,41,0,68,102,38,29,10,26,0,74,65
2025-09-08 18:45:00+00:00,63,72,135,24,61,85,0,0,0,23,59,71,12,94,24,25,34,0,59,83,42,35,5,26,0,73,66
2025-09-08 19:00:00+00:00,63,66,129,20,59,79,0,0,0,17,59,76,17,93,34,30,32,0,62,96,34,22,6,32,0,72,60
2025-09-08 19:15:00+00:00,61,65,126,25,50,75,0,0,0,12,54,64,10,76,32,16,26,0,42,74,24,16,7,20,0,51,43
2025-09-08 19:30:00+00:00,50,53,103,19,41,60,0,0,0,8,44,60,16,68,22,27,28,0,55,77,28,20,4,21,0,53,45
2025-09-08 19:45:00+00:00,58,59,117,23,43,66,0,0,0,14,46,55,9,69,20,27,24,0,51,71,24,19,8,20,0,52,47
2025-09-08 20:00:00+00:00,37,33,70,18,18,36,0,0,0,14,51,72,21,86,27,29,32,0,61,88,22,20,5,21,0,48,46
2025-09-08 20:15:00+00:00,30,35,65,6,30,36,0,0,0,16,39,39,0,55,17,16,19,0,35,52,17,11,2,15,0,34,28
2025-09-08 20:30:00+00:00,23,26,49,9,59,68,0,0,0,6,24,42,18,48,22,17,9,0,26,48,16,12,3,11,0,30,26
2025-09-08 20:45:00+00:00,24,21,45,7,16,23,0,0,0,4,15,28,13,32,9,14,10,0,24,33,12,9,7,6,0,25,22
2025-09-08 21:00:00+00:00,22,22,44,5,17,22,0,0,0,9,29,38,9,47,17,14,20,0,34,51,11,6,2,6,0,19,14
2025-09-08 21:15:00+00:00,13,13,26,2,12,14,0,0,0,9,32,32,0,41,12,10,17,0,27,39,6,3,1,4,0,11,8
2025-09-08 21:30:00+00:00,18,20,38,2,18,20,0,0,0,6,18,19,1,25,6,6,23,0,29,35,6,4,2,5,0,13,11
2025-09-08 21:45:00+00:00,12,12,24,5,7,12,0,0,0,4,16,16,0,20,7,5,7,0,12,19,5,5,0,4,0,9,9
2025-09-08 22:00:00+00:00,13,15,28,5,10,15,0,0,0,5,18,18,0,23,6,8,9,0,17,23,3,2,0,3,0,6,5
