timestamp,west_left,west_straight,west_right,west_total,east_total,north_total,south_total,corridor_out
2025-09-16 20:45:00+00:00,5,10,1,16,12,6,16,19
2025-09-16 21:00:00+00:00,1,7,0,8,29,8,13,16
2025-09-16 21:15:00+00:00,0,5,0,5,21,6,16,10
2025-09-16 21:30:00+00:00,6,4,0,10,18,4,10,9
2025-09-16 21:45:00+00:00,0,9,1,10,12,6,24,15
2025-09-16 22:00:00+00:00,0,4,1,5,10,4,11,10
2025-09-16 22:15:00+00:00,0,1,0,1,6,2,5,3
2025-09-16 22:30:00+00:00,0,3,0,3,7,1,7,7
2025-09-16 22:45:00+00:00,0,0,0,0,2,3,10,6
2025-09-16 23:00:00+00:00,0,4,1,5,5,3,4,5
2025-09-16 23:15:00+00:00,1,0,0,1,3,0,4,2
2025-09-16 23:30:00+00:00,0,1,0,1,3,0,6,4
2025-09-16 23:45:00+00:00,1,1,1,3,1,3,7,3
