timestamp,west_left,west_straight,west_right,west_total,east_total,north_total,south_total,corridor_out
2025-09-08 19:00:00+00:00,3,27,0,30,57,41,38,43
2025-09-08 19:15:00+00:00,3,21,0,24,46,18,27,38
2025-09-08 19:30:00+00:00,4,16,2,22,52,20,28,33
2025-09-08 19:45:00+00:00,3,14,6,23,52,19,36,44
2025-09-08 20:00:00+00:00,1,10,3,14,48,13,15,24
2025-09-08 20:15:00+00:00,1,10,0,11,36,19,21,21
2025-09-08 20:30:00+00:00,3,6,2,11,28,11,19,17
2025-09-08 20:45:00+00:00,5,9,1,15,27,13,11,15
2025-09-08 21:00:00+00:00,1,3,1,5,29,8,18,16
2025-09-08 21:15:00+00:00,0,5,2,7,25,8,6,10
2025-09-08 21:30:00+00:00,1,2,2,5,11,2,14,11
2025-09-08 21:45:00+00:00,0,3,0,3,9,2,8,7
2025-09-08 22:00:00+00:00,1,7,0,8,16,4,7,13
2025-09-08 22:15:00+00:00,0,3,0,3,1,2,7,5
2025-09-08 22:30:00+00:00,0,1,0,1,6,1,4,2
2025-09-08 22:45:00+00:00,0,0,0,0,6,0,5,2
2025-09-08 23:00:00+00:00,2,1,0,3,5,1,6,1
2025-09-08 23:15:00+00:00,0,2,0,2,1,2,4,5
2025-09-08 23:30:00+00:00,1,2,0,3,5,1,4,1
2025-09-08 23:45:00+00:00,0,2,1,3,1,0,5,5
2025-09-09 00:00:00+00:00,0,0,0,0,3,1,2,0
2025-09-09 00:15:00+00:00,0,0,0,0,4,0,4,2
2025-09-09 00:30:00+00:00,0,0,0,0,1,3,6,2
2025-09-09 00:45:00+00:00,0,0,1,1,1,0,6,2
2025-09-09 01:00:00+00:00,0,2,0,2,0,0,2,3
2025-09-09 01:15:00+00:00,0,2,0,2,0,1,2,1
2025-09-09 01:30:00+00:00,0,0,0,0,1,1,5,2
2025-09-09 01:45:00+00:00,0,0,0,0,5,1,5,5
2025-09-09 02:00:00+00:00,0,1,1,2,4,0,3,4
2025-09-09 02:15:00+00:00,0,1,1,2,3,1,15,8
2025-09-09 02:30:00+00:00,1,5,2,8,6,1,19,17
2025-09-09 02:45:00+00:00,2,10,3,15,8,1,15,15
2025-09-09 03:00:00+00:00,0,3,1,4,10,7,11,14
2025-09-09 03:15:00+00:00,3,13,8,24,14,12,16,38
2025-09-09 03:30:00+00:00,2,27,1,30,28,10,40,63
2025-09-09 03:45:00+00:00,3,24,6,33,23,6,53,77
2025-09-09 04:00:00+00:00,3,16,13,32,25,10,25,47
2025-09-09 04:15:00+00:00,6,19,10,35,36,12,68,79
2025-09-09 04:30:00+00:00,11,35,21,67,56,17,82,126
2025-09-09 04:45:00+00:00,11,41,20,72,69,18,85,122
2025-09-09 05:00:00+00:00,5,51,0,56,114,27,98,130
2025-09-09 05:15:00+00:00,11,66,0,77,96,42,117,146
2025-09-09 05:30:00+00:00,12,65,0,77,156,51,90,152
2025-09-09 05:45:00+00:00,9,14,0,23,151,29,128,130
2025-09-09 06:00:00+00:00,13,13,6,32,109,36,134,140
2025-09-09 06:15:00+00:00,19,1,20,40,110,31,144,152
2025-09-09 06:30:00+00:00,7,10,18,35,89,21,139,144
2025-09-09 06:45:00+00:00,13,13,0,26,109,58,140,129
2025-09-09 07:00:00+00:00,19,2,21,42,111,39,105,149
2025-09-09 07:15:00+00:00,15,30,0,45,108,44,99,142
2025-09-09 07:30:00+00:00,12,38,0,50,125,46,121,129
2025-09-09 07:45:00+00:00,9,45,0,54,116,45,110,151
2025-09-09 08:00:00+00:00,17,40,4,61,126,45,119,141
2025-09-09 08:15:00+00:00,11,42,0,53,103,36,155,130
2025-09-09 08:30:00+00:00,8,32,11,51,124,34,116,127
2025-09-09 08:45:00+00:00,8,5,48,61,132,41,122,156
2025-09-09 09:00:00+00:00,11,22,27,60,142,59,86,114
2025-09-09 09:15:00+00:00,12,41,18,71,138,48,103,135
2025-09-09 09:30:00+00:00,10,37,9,56,140,57,121,126
2025-09-09 09:45:00+00:00,9,27,16,52,150,57,116,119
2025-09-09 10:00:00+00:00,7,22,20,49,158,42,116,119
2025-09-09 10:15:00+00:00,11,63,0,74,162,50,94,128
2025-09-09 10:30:00+00:00,9,48,3,60,163,44,82,112
2025-09-09 10:45:00+00:00,9,64,0,73,182,30,115,132
2025-09-09 11:00:00+00:00,9,65,0,74,163,48,132,143
2025-09-09 11:15:00+00:00,8,56,0,64,150,49,95,126
2025-09-09 11:30:00+00:00,9,76,0,85,133,32,109,154
2025-09-09 11:45:00+00:00,8,50,3,61,160,23,113,135
2025-09-09 12:00:00+00:00,11,56,8,75,183,41,130,128
2025-09-09 12:15:00+00:00,14,22,13,49,163,43,130,144
2025-09-09 12:30:00+00:00,10,72,0,82,135,37,113,149
2025-09-09 12:45:00+00:00,8,64,0,72,153,50,116,150
2025-09-09 13:00:00+00:00,12,65,0,77,190,48,137,150
2025-09-09 13:15:00+00:00,9,51,0,60,181,42,112,122
2025-09-09 13:30:00+00:00,13,41,0,54,196,34,130,131
2025-09-09 13:45:00+00:00,10,47,0,57,190,35,118,130
2025-09-09 14:00:00+00:00,9,68,0,77,199,49,144,146
2025-09-09 14:15:00+00:00,11,64,0,75,170,37,104,151
2025-09-09 14:30:00+00:00,5,60,0,65,182,55,111,126
2025-09-09 14:45:00+00:00,9,69,0,78,189,57,126,166
2025-09-09 15:00:00+00:00,9,72,0,81,197,37,119,142
2025-09-09 15:15:00+00:00,9,36,0,45,159,39,129,135
2025-09-09 15:30:00+00:00,6,39,4,49,181,22,124,139
2025-09-09 15:45:00+00:00,12,63,0,75,134,36,95,122
2025-09-09 16:00:00+00:00,12,61,0,73,168,49,94,128
2025-09-09 16:15:00+00:00,10,54,0,64,136,50,97,126
2025-09-09 16:30:00+00:00,9,56,0,65,163,39,109,125
2025-09-09 16:45:00+00:00,10,43,0,53,107,56,95,117
2025-09-09 17:00:00+00:00,7,46,0,53,120,41,78,99
2025-09-09 17:15:00+00:00,12,43,1,56,97,38,85,108
2025-09-09 17:30:00+00:00,4,39,0,43,88,37,77,78
2025-09-09 17:45:00+00:00,6,39,0,45,85,43,69,85
2025-09-09 18:00:00+00:00,6,26,4,36,72,41,49,70
2025-09-09 18:15:00+00:00,6,25,2,33,81,37,88,58
2025-09-09 18:30:00+00:00,7,32,0,39,58,37,66,68
2025-09-09 18:45:00+00:00,6,24,0,30,66,23,53,54
2025-09-09 19:00:00+00:00,5,26,0,31,66,24,54,57
2025-09-09 19:15:00+00:00,4,23,0,27,53,22,45,55
2025-09-09 19:30:00+00:00,2,23,3,28,47,14,52,55
2025-09-09 19:45:00+00:00,4,22,4,30,61,27,37,47
2025-09-09 20:00:00+00:00,5,7,1,13,49,17,27,32
2025-09-09 20:15:00+00:00,2,8,0,10,34,10,24,23
2025-09-09 20:30:00+00:00,3,5,3,11,32,7,31,23
2025-09-09 20:45:00+00:00,4,9,0,13,27,5,30,25
2025-09-09 21:00:00+00:00,4,4,2,10,20,7,16,14
2025-09-09 21:15:00+00:00,2,3,2,7,25,7,21,19
2025-09-09 21:30:00+00:00,2,5,0,7,11,3,13,9
2025-09-09 21:45:00+00:00,0,2,0,2,16,6,9,8
2025-09-09 22:00:00+00:00,0,5,0,5,13,2,6,6
2025-09-09 22:15:00+00:00,0,4,0,4,11,1,8,8
2025-09-09 22:30:00+00:00,1,3,2,6,7,0,8,6
2025-09-09 22:45:00+00:00,1,2,0,3,7,3,3,3
2025-09-09 23:00:00+00:00,1,0,0,1,2,0,1,1
2025-09-09 23:15:00+00:00,0,1,1,2,4,2,4,1
2025-09-09 23:30:00+00:00,1,1,0,2,2,3,3,3
2025-09-09 23:45:00+00:00,0,0,0,0,7,1,7,2
2025-09-10 00:00:00+00:00,0,1,0,1,1,0,1,2
2025-09-10 00:15:00+00:00,0,2,0,2,4,0,7,6
2025-09-10 00:30:00+00:00,0,0,0,0,2,1,6,2
2025-09-10 00:45:00+00:00,0,1,0,1,0,1,6,5
2025-09-10 01:00:00+00:00,0,0,0,0,0,0,2,0
2025-09-10 01:15:00+00:00,1,2,0,3,2,2,0,2
2025-09-10 01:30:00+00:00,0,1,0,1,1,1,2,1
2025-09-10 01:45:00+00:00,0,0,0,0,3,1,5,3
2025-09-10 02:00:00+00:00,0,0,0,0,4,0,0,0
2025-09-10 02:15:00+00:00,0,2,1,3,3,1,18,11
2025-09-10 02:30:00+00:00,1,7,2,10,5,1,32,24
2025-09-10 02:45:00+00:00,0,11,0,11,7,1,17,21
2025-09-10 03:00:00+00:00,1,11,0,12,9,9,21,24
2025-09-10 03:15:00+00:00,1,14,2,17,16,8,33,47
2025-09-10 03:30:00+00:00,1,34,0,35,24,12,41,70
2025-09-10 03:45:00+00:00,6,33,6,45,20,9,48,92
2025-09-10 04:00:00+00:00,2,32,0,34,17,11,42,69
2025-09-10 04:15:00+00:00,6,35,1,42,37,10,78,100
2025-09-10 04:30:00+00:00,10,49,6,65,53,21,96,145
2025-09-10 04:45:00+00:00,9,88,0,97,67,29,94,152
2025-09-10 05:00:00+00:00,5,63,0,68,82,27,96,158
2025-09-10 05:15:00+00:00,7,49,4,60,112,38,108,136
2025-09-10 05:30:00+00:00,7,57,1,65,171,31,113,148
2025-09-10 05:45:00+00:00,8,41,0,49,138,20,133,139
2025-09-10 06:00:00+00:00,6,32,0,38,116,60,133,147
2025-09-10 06:15:00+00:00,9,46,0,55,130,41,105,149
2025-09-10 06:30:00+00:00,10,53,0,63,98,45,121,157
2025-09-10 06:45:00+00:00,10,58,0,68,118,40,110,142
2025-09-10 07:00:00+00:00,11,70,0,81,127,74,125,152
2025-09-10 07:15:00+00:00,7,50,0,57,124,28,91,137
2025-09-10 07:30:00+00:00,6,79,0,85,102,32,104,155
2025-09-10 07:45:00+00:00,9,63,0,72,116,42,108,147
2025-09-10 08:00:00+00:00,15,73,0,88,133,35,102,146
2025-09-10 08:15:00+00:00,8,86,0,94,115,46,125,150
2025-09-10 08:30:00+00:00,5,55,0,60,126,31,130,135
2025-09-10 08:45:00+00:00,10,63,0,73,137,54,75,108
2025-09-10 09:00:00+00:00,8,74,0,82,141,37,99,133
2025-09-10 09:15:00+00:00,9,78,0,87,151,51,91,131
2025-09-10 09:30:00+00:00,7,70,0,77,152,49,109,152
2025-09-10 09:45:00+00:00,9,77,0,86,140,47,106,135
2025-09-10 10:00:00+00:00,9,40,0,49,136,53,121,109
2025-09-10 10:15:00+00:00,6,56,0,62,167,47,89,118
2025-09-10 10:30:00+00:00,8,37,16,61,145,57,93,127
2025-09-10 10:45:00+00:00,9,16,24,49,143,59,119,134
2025-09-10 11:00:00+00:00,6,52,6,64,167,49,110,126
2025-09-10 11:15:00+00:00,6,46,0,52,152,53,115,134
2025-09-10 11:30:00+00:00,11,66,0,77,165,35,120,152
2025-09-10 11:45:00+00:00,7,63,0,70,157,45,104,132
2025-09-10 12:00:00+00:00,13,50,6,69,183,53,119,143
2025-09-10 12:15:00+00:00,8,61,0,69,178,31,109,130
2025-09-10 12:30:00+00:00,8,67,0,75,209,53,120,139
2025-09-10 12:45:00+00:00,8,80,0,88,197,48,101,145
2025-09-10 13:00:00+00:00,7,54,0,61,177,37,121,152
2025-09-10 13:15:00+00:00,8,67,0,75,165,38,123,135
2025-09-10 13:30:00+00:00,12,47,0,59,158,40,141,138
2025-09-10 13:45:00+00:00,7,53,0,60,148,8,134,147
2025-09-10 14:00:00+00:00,8,33,0,41,162,17,120,128
2025-09-10 14:15:00+00:00,10,61,0,71,168,20,120,133
2025-09-10 14:30:00+00:00,8,81,0,89,168,25,128,159
2025-09-10 14:45:00+00:00,8,44,0,52,149,33,104,128
2025-09-10 15:00:00+00:00,8,34,0,42,217,42,123,147
2025-09-10 15:15:00+00:00,7,35,0,42,160,18,138,136
2025-09-10 15:30:00+00:00,8,76,0,84,173,29,105,154
2025-09-10 15:45:00+00:00,10,76,0,86,161,50,119,139
2025-09-10 16:00:00+00:00,7,66,0,73,168,51,150,144
2025-09-10 16:15:00+00:00,5,59,0,64,143,42,114,125
2025-09-10 16:30:00+00:00,9,66,0,75,150,45,108,119
2025-09-10 16:45:00+00:00,6,71,0,77,105,32,95,128
2025-09-10 17:00:00+00:00,9,60,0,69,112,43,98,131
2025-09-10 17:15:00+00:00,7,59,0,66,100,39,81,111
2025-09-10 17:30:00+00:00,5,39,1,45,86,41,68,86
2025-09-10 17:45:00+00:00,10,33,0,43,92,40,71,74
2025-09-10 18:00:00+00:00,7,35,4,46,82,31,66,73
2025-09-10 18:15:00+00:00,7,33,0,40,69,37,73,81
2025-09-10 18:30:00+00:00,3,27,1,31,82,33,43,57
2025-09-10 18:45:00+00:00,6,44,0,50,76,23,75,87
2025-09-10 19:00:00+00:00,3,28,4,35,81,28,41,54
2025-09-10 19:15:00+00:00,4,34,0,38,61,28,32,49
2025-09-10 19:30:00+00:00,5,27,1,33,73,31,37,54
2025-09-10 19:45:00+00:00,8,20,0,28,56,28,27,37
2025-09-10 20:00:00+00:00,0,20,0,20,57,19,39,41
2025-09-10 20:15:00+00:00,1,8,1,10,37,13,32,29
2025-09-10 20:30:00+00:00,1,8,2,11,29,12,26,26
2025-09-10 20:45:00+00:00,1,9,0,10,22,3,16,20
2025-09-10 21:00:00+00:00,4,11,0,15,29,7,15,20
2025-09-10 21:15:00+00:00,1,5,0,6,14,3,13,12
2025-09-10 21:30:00+00:00,0,0,1,1,13,2,14,9
2025-09-10 21:45:00+00:00,0,7,0,7,9,2,5,7
2025-09-10 22:00:00+00:00,0,1,0,1,9,4,9,1
2025-09-10 22:15:00+00:00,0,5,0,5,9,0,9,10
2025-09-10 22:30:00+00:00,0,1,0,1,8,1,11,5
2025-09-10 22:45:00+00:00,1,1,0,2,4,2,5,1
2025-09-10 23:00:00+00:00,1,1,0,2,3,0,5,3
2025-09-10 23:15:00+00:00,0,5,0,5,4,2,4,7
2025-09-10 23:30:00+00:00,0,0,0,0,6,1,6,5
2025-09-10 23:45:00+00:00,1,3,0,4,4,0,8,6
2025-09-11 00:00:00+00:00,0,3,0,3,4,0,3,3
2025-09-11 00:15:00+00:00,0,2,0,2,6,2,7,5
2025-09-11 00:30:00+00:00,1,1,0,2,2,1,8,5
2025-09-11 00:45:00+00:00,0,1,0,1,4,2,2,2
2025-09-11 01:00:00+00:00,0,1,0,1,1,0,6,4
2025-09-11 01:15:00+00:00,0,1,1,2,1,0,3,4
2025-09-11 01:30:00+00:00,0,4,0,4,2,2,6,4
2025-09-11 01:45:00+00:00,0,2,0,2,1,0,12,7
2025-09-11 02:00:00+00:00,0,0,0,0,2,3,6,4
2025-09-11 02:15:00+00:00,1,5,2,8,6,2,18,14
2025-09-11 02:30:00+00:00,2,5,1,8,8,2,14,14
2025-09-11 02:45:00+00:00,1,14,2,17,6,1,16,23
2025-09-11 03:00:00+00:00,1,12,1,14,4,10,20,26
2025-09-11 03:15:00+00:00,1,15,0,16,18,7,51,50
2025-09-11 03:30:00+00:00,0,23,5,28,19,15,50,63
2025-09-11 03:45:00+00:00,0,25,11,36,27,5,62,99
2025-09-11 04:00:00+00:00,5,22,11,38,26,11,36,64
2025-09-11 04:15:00+00:00,5,21,6,32,32,15,70,86
2025-09-11 04:30:00+00:00,7,32,17,56,54,21,68,122
2025-09-11 04:45:00+00:00,11,43,28,82,46,24,117,158
2025-09-11 05:00:00+00:00,9,20,13,42,91,31,86,130
2025-09-11 05:15:00+00:00,11,28,0,39,111,29,144,152
2025-09-11 05:30:00+00:00,15,23,0,38,120,68,141,154
2025-09-11 05:45:00+00:00,12,24,0,36,122,28,109,121
2025-09-11 06:00:00+00:00,10,7,29,46,133,30,123,112
2025-09-11 06:15:00+00:00,12,39,0,51,118,46,99,138
2025-09-11 06:30:00+00:00,13,41,0,54,103,44,166,160
2025-09-11 06:45:00+00:00,13,65,0,78,105,32,114,143
2025-09-11 07:00:00+00:00,16,59,0,75,105,54,111,152
2025-09-11 07:15:00+00:00,9,68,0,77,113,44,109,153
2025-09-11 07:30:00+00:00,10,51,0,61,127,61,109,142
2025-09-11 07:45:00+00:00,10,73,0,83,128,39,126,146
2025-09-11 08:00:00+00:00,9,68,0,77,149,39,107,157
2025-09-11 08:15:00+00:00,8,64,0,72,120,107,114,133
2025-09-11 08:30:00+00:00,12,71,0,83,131,74,132,144
2025-09-11 08:45:00+00:00,14,63,0,77,137,60,114,147
2025-09-11 09:00:00+00:00,8,51,0,59,135,55,108,131
2025-09-11 09:15:00+00:00,10,70,0,80,156,63,99,141
2025-09-11 09:30:00+00:00,8,72,0,80,170,48,122,152
2025-09-11 09:45:00+00:00,10,47,5,62,144,47,103,135
2025-09-11 10:00:00+00:00,10,52,0,62,185,49,96,119
2025-09-11 10:15:00+00:00,6,70,0,76,176,50,120,137
2025-09-11 10:30:00+00:00,5,55,0,60,161,51,93,121
2025-09-11 10:45:00+00:00,10,72,0,82,129,53,128,152
2025-09-11 11:00:00+00:00,3,74,0,77,179,58,115,137
2025-09-11 11:15:00+00:00,11,61,0,72,160,59,106,144
2025-09-11 11:30:00+00:00,8,77,0,85,159,49,115,155
2025-09-11 11:45:00+00:00,9,42,9,60,178,42,122,147
2025-09-11 12:00:00+00:00,12,55,0,67,182,55,128,157
2025-09-11 12:15:00+00:00,7,57,0,64,170,49,108,143
2025-09-11 12:30:00+00:00,7,42,8,57,164,45,118,161
2025-09-11 12:45:00+00:00,9,75,0,84,149,37,120,146
2025-09-11 13:00:00+00:00,12,68,0,80,173,82,104,147
2025-09-11 13:15:00+00:00,11,64,0,75,191,44,110,145
2025-09-11 13:30:00+00:00,9,39,0,48,177,41,151,155
2025-09-11 13:45:00+00:00,11,48,0,59,182,13,149,158
2025-09-11 14:00:00+00:00,12,43,0,55,198,59,123,136
2025-09-11 14:15:00+00:00,10,38,0,48,205,53,150,158
2025-09-11 14:30:00+00:00,10,45,0,55,187,49,139,150
2025-09-11 14:45:00+00:00,8,54,0,62,167,31,128,153
2025-09-11 15:00:00+00:00,9,82,0,91,195,40,130,162
2025-09-11 15:15:00+00:00,9,58,0,67,146,35,103,126
2025-09-11 15:30:00+00:00,10,63,0,73,189,29,104,143
2025-09-11 15:45:00+00:00,7,63,0,70,175,42,138,171
2025-09-11 16:00:00+00:00,11,54,0,65,166,46,112,117
2025-09-11 16:15:00+00:00,3,63,0,66,167,44,113,129
2025-09-11 16:30:00+00:00,4,43,0,47,124,49,89,105
2025-09-11 16:45:00+00:00,7,58,0,65,123,49,103,130
2025-09-11 17:00:00+00:00,5,49,0,54,116,44,91,121
2025-09-11 17:15:00+00:00,5,37,0,42,101,35,86,83
2025-09-11 17:30:00+00:00,8,42,0,50,97,40,53,96
2025-09-11 17:45:00+00:00,6,34,0,40,74,30,69,79
2025-09-11 18:00:00+00:00,6,33,3,42,95,43,66,73
2025-09-11 18:15:00+00:00,6,34,0,40,74,32,71,72
2025-09-11 18:30:00+00:00,2,28,0,30,59,28,52,59
2025-09-11 18:45:00+00:00,6,20,3,29,72,22,61,55
2025-09-11 19:00:00+00:00,2,25,0,27,61,26,40,55
2025-09-11 19:15:00+00:00,5,38,0,43,57,19,66,72
2025-09-11 19:30:00+00:00,3,13,5,21,56,18,48,41
2025-09-11 19:45:00+00:00,9,19,2,30,53,26,38,53
2025-09-11 20:00:00+00:00,5,10,3,18,70,21,55,36
2025-09-11 20:15:00+00:00,2,14,4,20,47,13,46,35
2025-09-11 20:30:00+00:00,6,7,3,16,41,8,36,19
2025-09-11 20:45:00+00:00,2,8,1,11,50,13,35,20
2025-09-11 21:00:00+00:00,1,5,0,6,17,13,17,12
2025-09-11 21:15:00+00:00,4,10,1,15,22,4,17,17
2025-09-11 21:30:00+00:00,0,2,1,3,17,7,10,6
2025-09-11 21:45:00+00:00,0,6,0,6,10,3,15,12
2025-09-11 22:00:00+00:00,0,3,1,4,14,4,14,8
2025-09-11 22:15:00+00:00,1,2,0,3,7,4,8,6
2025-09-11 22:30:00+00:00,1,1,0,2,5,5,6,3
2025-09-11 22:45:00+00:00,0,1,1,2,6,0,5,7
2025-09-11 23:00:00+00:00,0,2,0,2,9,0,4,2
2025-09-11 23:15:00+00:00,1,4,0,5,3,1,1,3
2025-09-11 23:30:00+00:00,0,1,0,1,2,4,7,2
2025-09-11 23:45:00+00:00,1,1,0,2,0,8,12,7
2025-09-12 00:00:00+00:00,0,1,0,1,7,2,3,1
2025-09-12 00:15:00+00:00,1,1,0,2,4,4,4,2
2025-09-12 00:30:00+00:00,0,0,1,1,0,0,8,2
2025-09-12 00:45:00+00:00,1,3,0,4,3,1,4,4
2025-09-12 01:00:00+00:00,0,1,1,2,2,1,4,4
2025-09-12 01:15:00+00:00,0,1,0,1,2,1,6,3
2025-09-12 01:30:00+00:00,0,1,0,1,2,2,10,2
2025-09-12 01:45:00+00:00,0,2,0,2,1,1,6,5
2025-09-12 02:00:00+00:00,0,0,0,0,2,1,5,2
2025-09-12 02:15:00+00:00,0,5,4,9,3,1,16,16
2025-09-12 02:30:00+00:00,1,4,2,7,3,1,12,12
2025-09-12 02:45:00+00:00,3,11,1,15,4,2,14,19
2025-09-12 03:00:00+00:00,0,7,0,7,8,7,13,18
2025-09-12 03:15:00+00:00,1,15,1,17,12,9,45,50
2025-09-12 03:30:00+00:00,4,25,0,29,24,10,45,52
2025-09-12 03:45:00+00:00,2,37,0,39,20,10,64,89
2025-09-12 04:00:00+00:00,5,27,2,34,27,13,36,58
2025-09-12 04:15:00+00:00,3,30,0,33,35,11,57,94
2025-09-12 04:30:00+00:00,7,59,0,66,55,22,79,123
2025-09-12 04:45:00+00:00,10,83,0,93,66,17,90,149
2025-09-12 05:00:00+00:00,12,63,0,75,90,25,104,136
2025-09-12 05:15:00+00:00,7,69,0,76,103,29,114,163
2025-09-12 05:30:00+00:00,8,71,0,79,119,22,96,162
2025-09-12 05:45:00+00:00,8,66,0,74,144,39,94,155
2025-09-12 06:00:00+00:00,9,43,0,52,105,33,122,156
2025-09-12 06:15:00+00:00,12,72,0,84,92,35,118,152
2025-09-12 06:30:00+00:00,5,52,0,57,102,38,114,136
2025-09-12 06:45:00+00:00,13,66,0,79,97,28,133,158
2025-09-12 07:00:00+00:00,13,66,0,79,101,39,103,152
2025-09-12 07:15:00+00:00,8,69,0,77,101,36,94,135
2025-09-12 07:30:00+00:00,10,63,0,73,104,35,118,133
2025-09-12 07:45:00+00:00,11,67,13,91,109,43,126,127
2025-09-12 08:00:00+00:00,7,67,0,74,112,43,130,151
2025-09-12 08:15:00+00:00,9,64,0,73,131,40,98,130
2025-09-12 08:30:00+00:00,6,69,0,75,122,40,98,149
2025-09-12 08:45:00+00:00,11,63,0,74,159,39,116,127
2025-09-12 09:00:00+00:00,8,63,0,71,146,46,147,92
2025-09-12 09:15:00+00:00,8,76,0,84,166,51,133,161
2025-09-12 09:30:00+00:00,5,56,0,61,131,39,100,148
2025-09-12 09:45:00+00:00,7,52,0,59,179,51,115,133
2025-09-12 10:00:00+00:00,11,61,0,72,201,110,124,137
2025-09-12 10:15:00+00:00,8,65,0,73,170,32,108,134
2025-09-12 10:30:00+00:00,9,66,0,75,157,23,111,150
2025-09-12 10:45:00+00:00,8,10,4,22,134,22,130,129
2025-09-12 11:00:00+00:00,11,34,0,45,155,24,131,138
2025-09-12 11:15:00+00:00,7,45,0,52,138,17,119,134
2025-09-12 11:30:00+00:00,9,60,0,69,182,38,99,138
2025-09-12 11:45:00+00:00,13,64,0,77,176,37,118,123
2025-09-12 12:00:00+00:00,14,52,0,66,161,31,126,144
2025-09-12 12:15:00+00:00,9,68,0,77,190,29,111,145
2025-09-12 12:30:00+00:00,15,66,0,81,153,69,129,149
2025-09-12 12:45:00+00:00,9,61,0,70,174,37,129,139
2025-09-12 13:00:00+00:00,9,57,0,66,151,30,132,142
2025-09-12 13:15:00+00:00,5,19,20,44,140,26,125,144
2025-09-12 13:30:00+00:00,6,51,0,57,153,51,128,132
2025-09-12 13:45:00+00:00,6,56,0,62,174,35,125,143
2025-09-12 14:00:00+00:00,11,69,0,80,182,42,140,153
2025-09-12 14:15:00+00:00,5,65,0,70,158,29,127,155
2025-09-12 14:30:00+00:00,9,55,0,64,179,39,124,139
2025-09-12 14:45:00+00:00,7,73,0,80,183,54,109,147
2025-09-12 15:00:00+00:00,10,67,0,77,185,77,110,133
2025-09-12 15:15:00+00:00,12,49,0,61,176,33,120,143
2025-09-12 15:30:00+00:00,10,81,0,91,175,31,112,153
2025-09-12 15:45:00+00:00,10,48,0,58,150,28,124,132
2025-09-12 16:00:00+00:00,10,54,0,64,190,45,124,144
2025-09-12 16:15:00+00:00,9,61,0,70,162,43,100,126
2025-09-12 16:30:00+00:00,5,63,0,68,122,40,123,143
2025-09-12 16:45:00+00:00,11,58,0,69,129,44,94,141
2025-09-12 17:00:00+00:00,6,45,0,51,103,47,95,107
2025-09-12 17:15:00+00:00,12,55,0,67,109,33,90,120
2025-09-12 17:30:00+00:00,1,44,0,45,80,31,79,103
2025-09-12 17:45:00+00:00,11,56,0,67,89,30,82,92
2025-09-12 18:00:00+00:00,4,28,2,34,74,23,68,78
2025-09-12 18:15:00+00:00,7,38,0,45,65,35,62,84
2025-09-12 18:30:00+00:00,4,45,0,49,54,24,50,84
2025-09-12 18:45:00+00:00,9,41,0,50,62,24,65,81
2025-09-12 19:00:00+00:00,7,24,4,35,66,25,76,63
2025-09-12 19:15:00+00:00,6,32,0,38,38,16,57,56
2025-09-12 19:30:00+00:00,6,29,3,38,44,19,40,57
2025-09-12 19:45:00+00:00,6,22,1,29,42,14,50,55
2025-09-12 20:00:00+00:00,3,25,2,30,74,21,46,55
2025-09-12 20:15:00+00:00,6,26,2,34,66,26,38,49
2025-09-12 20:30:00+00:00,4,19,0,23,31,26,33,40
2025-09-12 20:45:00+00:00,3,20,0,23,39,17,28,38
2025-09-12 21:00:00+00:00,3,17,3,23,46,22,29,37
2025-09-12 21:15:00+00:00,4,14,4,22,29,10,34,35
2025-09-12 21:30:00+00:00,4,11,0,15,27,13,28,26
2025-09-12 21:45:00+00:00,2,13,2,17,24,7,27,27
2025-09-12 22:00:00+00:00,1,4,3,8,32,18,27,20
2025-09-12 22:15:00+00:00,2,9,4,15,21,14,26,25
2025-09-12 22:30:00+00:00,4,5,1,10,21,8,18,11
2025-09-12 22:45:00+00:00,3,4,1,8,11,13,19,15
2025-09-12 23:00:00+00:00,3,6,0,9,12,6,15,11
2025-09-12 23:15:00+00:00,0,10,0,10,20,5,11,15
2025-09-12 23:30:00+00:00,3,6,1,10,17,6,8,7
2025-09-12 23:45:00+00:00,1,5,0,6,19,5,9,9
2025-09-13 00:00:00+00:00,2,1,0,3,8,8,12,4
2025-09-13 00:15:00+00:00,1,1,1,3,4,5,16,4
2025-09-13 00:30:00+00:00,2,2,0,4,7,4,9,4
2025-09-13 00:45:00+00:00,3,1,1,5,1,3,4,3
2025-09-13 01:00:00+00:00,2,2,0,4,10,4,7,6
2025-09-13 01:15:00+00:00,1,3,0,4,4,3,5,8
2025-09-13 01:30:00+00:00,1,0,0,1,8,4,16,3
2025-09-13 01:45:00+00:00,0,2,1,3,2,2,11,7
2025-09-13 02:00:00+00:00,2,1,0,3,9,3,6,2
2025-09-13 02:15:00+00:00,0,1,1,2,5,4,11,4
2025-09-13 02:30:00+00:00,2,1,4,7,3,4,14,8
2025-09-13 02:45:00+00:00,0,3,2,5,3,1,6,6
2025-09-13 03:00:00+00:00,0,6,3,9,9,3,17,18
2025-09-13 03:15:00+00:00,0,4,0,4,6,3,15,13
2025-09-13 03:30:00+00:00,1,11,1,13,14,5,27,26
2025-09-13 03:45:00+00:00,2,4,1,7,15,2,27,15
2025-09-13 04:00:00+00:00,1,7,0,8,16,3,19,22
2025-09-13 04:15:00+00:00,0,7,0,7,10,4,29,21
2025-09-13 04:30:00+00:00,1,7,2,10,8,6,33,30
