scenario,lsa,detector_id_sumo,detector_id_real,begin_s,end_s,nVehEntered,nVehContrib,flow,occupancy,speed,harmonicMeanSpeed,analysis_begin_s,analysis_end_s,bin_no,bin_label,approach,movement,signal_group
weekend_morning,LSA10,LSA10_NW_id26,26,2700.0,3600.0,2.0,2.0,8.0,0.09,11.72,11.61,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekend_morning,LSA10,LSA10_NW_id27,27,2700.0,3600.0,9.0,9.0,36.0,7.05,5.21,0.78,1800.0,2700.0,3,30-45,north_west,left,K2
weekend_morning,LSA10,LSA10_S_id31,31,2700.0,3600.0,14.0,14.0,56.0,14.83,4.32,0.47,1800.0,2700.0,3,30-45,south,multi_movement,K5
weekend_morning,LSA10,LSA10_W_id1,1,2700.0,3600.0,72.0,73.0,292.0,12.27,11.12,3.07,1800.0,2700.0,3,30-45,west,straight_right,K1
weekend_morning,LSA16,LSA16_E_id10,10,2700.0,3600.0,39.0,39.0,156.0,2.15,11.58,10.36,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_morning,LSA16,LSA16_E_id11,11,2700.0,3600.0,16.0,16.0,64.0,2.15,9.54,3.94,1800.0,2700.0,3,30-45,east,left,K4
weekend_morning,LSA16,LSA16_N_id6,6,2700.0,3600.0,18.0,18.0,72.0,0.81,12.46,12.28,1800.0,2700.0,3,30-45,north,right,K3
weekend_morning,LSA16,LSA16_N_id7,7,2700.0,3600.0,24.0,24.0,96.0,0.95,13.08,12.99,1800.0,2700.0,3,30-45,north,straight,K3
weekend_morning,LSA16,LSA16_S_id1,1,2700.0,3600.0,36.0,36.0,144.0,10.04,9.13,1.84,1800.0,2700.0,3,30-45,south,right,K1
weekend_morning,LSA16,LSA16_S_id2,2,2700.0,3600.0,29.0,29.0,116.0,1.24,13.34,13.27,1800.0,2700.0,3,30-45,south,straight,K1
weekend_morning,LSA16,LSA16_S_id33,33,2700.0,3600.0,13.0,13.0,52.0,0.62,12.98,12.71,1800.0,2700.0,3,30-45,south,straight,K1
weekend_morning,LSA16,LSA16_W_id3,3,2700.0,3600.0,37.0,36.0,144.0,47.58,6.26,0.4,1800.0,2700.0,3,30-45,west,straight,K2
weekend_morning,LSA16,LSA16_W_id4,4,2700.0,3600.0,11.0,10.0,40.0,24.99,1.92,0.23,1800.0,2700.0,3,30-45,west,left,K2
weekend_morning,LSA1,LSA1_E_id13,13,2700.0,3600.0,31.0,31.0,124.0,29.94,6.75,0.58,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_morning,LSA1,LSA1_E_id23,23,2700.0,3600.0,46.0,44.0,176.0,33.48,7.88,0.78,1800.0,2700.0,3,30-45,east,straight,K4
weekend_morning,LSA1,LSA1_E_id26,26,2700.0,3600.0,15.0,15.0,60.0,0.76,10.73,10.37,1800.0,2700.0,3,30-45,east,left,K5
weekend_morning,LSA1,LSA1_E_id27,27,2700.0,3600.0,46.0,46.0,184.0,7.59,8.13,3.6,1800.0,2700.0,3,30-45,east,right,K6
weekend_morning,LSA1,LSA1_N_id28,28,2700.0,3600.0,7.0,7.0,28.0,0.32,11.8,10.9,1800.0,2700.0,3,30-45,north,straight,K7
weekend_morning,LSA1,LSA1_N_id30,30,2700.0,3600.0,42.0,42.0,168.0,41.94,7.04,0.53,1800.0,2700.0,3,30-45,north,left,K7
weekend_morning,LSA1,LSA1_N_id40,40,2700.0,3600.0,31.0,31.0,124.0,26.94,6.81,0.58,1800.0,2700.0,3,30-45,north,right,K8
weekend_morning,LSA1,LSA1_S_id11,11,2700.0,3600.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1800.0,2700.0,3,30-45,south,straight_faulty,K3
weekend_morning,LSA1,LSA1_W_id7,7,2700.0,3600.0,22.0,22.0,88.0,96.51,2.8,0.13,1800.0,2700.0,3,30-45,west,left,K1
weekend_morning,LSA1,LSA1_W_id9,9,2700.0,3600.0,98.0,93.0,372.0,31.65,9.14,1.94,1800.0,2700.0,3,30-45,west,straight_right,K2
weekend_morning,LSA9,LSA9_E_id8,8,2700.0,3600.0,78.0,74.0,296.0,13.38,9.77,3.84,1800.0,2700.0,3,30-45,east,straight_right,K3
weekend_morning,LSA9,LSA9_E_id9,9,2700.0,3600.0,25.0,25.0,100.0,2.66,11.35,6.28,1800.0,2700.0,3,30-45,east,straight,K3
weekend_morning,LSA9,LSA9_S_id10,10,2700.0,3600.0,3.0,0.0,0.0,81.75,-1.0,-1.0,1800.0,2700.0,3,30-45,south,multi_movement,K4
weekend_morning,LSA9,LSA9_WE_id4,4,2700.0,3600.0,14.0,14.0,56.0,42.21,2.85,0.17,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekend_morning,LSA9,LSA9_WE_id5,5,2700.0,3600.0,16.0,14.0,56.0,44.94,2.52,0.2,1800.0,2700.0,3,30-45,north_west,movement,K2
weekend_morning,LSA9,LSA9_W_id1,1,2700.0,3600.0,49.0,49.0,196.0,12.05,9.43,2.24,1800.0,2700.0,3,30-45,west,straight_right,K1
weekend_morning,LSA9,LSA9_W_id2,2,2700.0,3600.0,58.0,57.0,228.0,33.9,8.58,0.88,1800.0,2700.0,3,30-45,west,straight_left,K1
weekend_morning,LSA10,LSA10_E_id3,3,3600.0,4500.0,45.0,45.0,180.0,11.37,9.58,3.08,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_morning,LSA10,LSA10_E_id4,4,3600.0,4500.0,29.0,29.0,116.0,1.34,12.23,11.91,2700.0,3600.0,4,45-60,east,straight,K4
weekend_morning,LSA10,LSA10_NE_id29,29,3600.0,4500.0,4.0,4.0,16.0,0.36,5.91,5.53,2700.0,3600.0,4,45-60,north_east,right,K3
weekend_morning,LSA10,LSA10_NW_id26,26,3600.0,4500.0,3.0,3.0,12.0,0.24,7.57,6.52,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekend_morning,LSA10,LSA10_NW_id27,27,3600.0,4500.0,12.0,12.0,48.0,9.97,4.53,1.18,2700.0,3600.0,4,45-60,north_west,left,K2
weekend_morning,LSA10,LSA10_S_id31,31,3600.0,4500.0,11.0,11.0,44.0,11.75,3.69,0.48,2700.0,3600.0,4,45-60,south,multi_movement,K5
weekend_morning,LSA10,LSA10_W_id1,1,3600.0,4500.0,82.0,82.0,328.0,12.62,10.13,4.32,2700.0,3600.0,4,45-60,west,straight_right,K1
weekend_morning,LSA16,LSA16_E_id10,10,3600.0,4500.0,39.0,39.0,156.0,2.11,11.73,10.47,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_morning,LSA16,LSA16_E_id11,11,3600.0,4500.0,20.0,20.0,80.0,1.05,10.67,10.22,2700.0,3600.0,4,45-60,east,left,K4
weekend_morning,LSA16,LSA16_N_id6,6,3600.0,4500.0,15.0,15.0,60.0,0.81,11.9,11.29,2700.0,3600.0,4,45-60,north,right,K3
weekend_morning,LSA16,LSA16_N_id7,7,3600.0,4500.0,20.0,20.0,80.0,0.82,13.11,13.01,2700.0,3600.0,4,45-60,north,straight,K3
weekend_morning,LSA16,LSA16_S_id1,1,3600.0,4500.0,39.0,39.0,156.0,6.76,9.94,3.21,2700.0,3600.0,4,45-60,south,right,K1
weekend_morning,LSA16,LSA16_S_id2,2,3600.0,4500.0,21.0,21.0,84.0,1.5,12.8,9.77,2700.0,3600.0,4,45-60,south,straight,K1
weekend_morning,LSA16,LSA16_S_id33,33,3600.0,4500.0,15.0,15.0,60.0,0.67,12.72,12.58,2700.0,3600.0,4,45-60,south,straight,K1
weekend_morning,LSA16,LSA16_W_id3,3,3600.0,4500.0,48.0,49.0,196.0,46.31,7.46,0.55,2700.0,3600.0,4,45-60,west,straight,K2
weekend_morning,LSA16,LSA16_W_id4,4,3600.0,4500.0,8.0,9.0,36.0,16.18,5.78,0.27,2700.0,3600.0,4,45-60,west,left,K2
weekend_morning,LSA1,LSA1_E_id13,13,3600.0,4500.0,24.0,25.0,100.0,32.31,5.33,0.44,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_morning,LSA1,LSA1_E_id23,23,3600.0,4500.0,41.0,42.0,168.0,35.05,7.36,0.61,2700.0,3600.0,4,45-60,east,straight,K4
weekend_morning,LSA1,LSA1_E_id26,26,3600.0,4500.0,21.0,20.0,80.0,18.72,7.94,0.89,2700.0,3600.0,4,45-60,east,left,K5
weekend_morning,LSA1,LSA1_E_id27,27,3600.0,4500.0,54.0,54.0,216.0,8.01,9.02,3.56,2700.0,3600.0,4,45-60,east,right,K6
weekend_morning,LSA1,LSA1_N_id28,28,3600.0,4500.0,5.0,5.0,20.0,5.43,6.38,0.5,2700.0,3600.0,4,45-60,north,straight,K7
weekend_morning,LSA1,LSA1_N_id30,30,3600.0,4500.0,45.0,46.0,184.0,49.28,6.33,0.48,2700.0,3600.0,4,45-60,north,left,K7
weekend_morning,LSA1,LSA1_N_id40,40,3600.0,4500.0,34.0,34.0,136.0,29.73,7.32,0.59,2700.0,3600.0,4,45-60,north,right,K8
weekend_morning,LSA1,LSA1_S_id11,11,3600.0,4500.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2700.0,3600.0,4,45-60,south,straight_faulty,K3
weekend_morning,LSA1,LSA1_W_id7,7,3600.0,4500.0,22.0,22.0,88.0,96.54,2.58,0.13,2700.0,3600.0,4,45-60,west,left,K1
weekend_morning,LSA1,LSA1_W_id9,9,3600.0,4500.0,83.0,80.0,320.0,34.57,8.75,1.65,2700.0,3600.0,4,45-60,west,straight_right,K2
weekend_morning,LSA9,LSA9_E_id8,8,3600.0,4500.0,65.0,64.0,256.0,5.71,12.3,8.21,2700.0,3600.0,4,45-60,east,straight_right,K3
weekend_morning,LSA9,LSA9_E_id9,9,3600.0,4500.0,28.0,28.0,112.0,1.17,13.09,13.01,2700.0,3600.0,4,45-60,east,straight,K3
weekend_morning,LSA9,LSA9_S_id10,10,3600.0,4500.0,0.0,0.0,0.0,19.22,-1.0,-1.0,2700.0,3600.0,4,45-60,south,multi_movement,K4
weekend_morning,LSA9,LSA9_WE_id4,4,3600.0,4500.0,9.0,9.0,36.0,23.16,2.82,0.2,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekend_morning,LSA9,LSA9_WE_id5,5,3600.0,4500.0,13.0,10.0,40.0,21.48,5.14,0.36,2700.0,3600.0,4,45-60,north_west,movement,K2
weekend_morning,LSA9,LSA9_W_id1,1,3600.0,4500.0,50.0,48.0,192.0,42.05,7.45,0.86,2700.0,3600.0,4,45-60,west,straight_right,K1
weekend_morning,LSA9,LSA9_W_id2,2,3600.0,4500.0,40.0,39.0,156.0,56.96,6.2,0.6,2700.0,3600.0,4,45-60,west,straight_left,K1
weekend_evening,LSA10,LSA10_E_id3,3,900.0,1800.0,56.0,56.0,224.0,12.55,9.69,2.29,0.0,900.0,1,00-15,east,straight_right,K4
weekend_evening,LSA10,LSA10_E_id4,4,900.0,1800.0,39.0,37.0,148.0,7.17,10.19,2.98,0.0,900.0,1,00-15,east,straight,K4
weekend_evening,LSA10,LSA10_NE_id29,29,900.0,1800.0,5.0,5.0,20.0,0.51,5.27,5.26,0.0,900.0,1,00-15,north_east,right,K3
weekend_evening,LSA10,LSA10_NW_id26,26,900.0,1800.0,12.0,12.0,48.0,17.25,4.21,0.35,0.0,900.0,1,00-15,north_west,straight_right,K2
weekend_evening,LSA10,LSA10_NW_id27,27,900.0,1800.0,5.0,5.0,20.0,2.53,3.94,1.0,0.0,900.0,1,00-15,north_west,left,K2
weekend_evening,LSA10,LSA10_S_id31,31,900.0,1800.0,10.0,10.0,40.0,13.33,4.36,0.51,0.0,900.0,1,00-15,south,multi_movement,K5
weekend_evening,LSA10,LSA10_W_id1,1,900.0,1800.0,97.0,97.0,388.0,10.9,10.76,4.57,0.0,900.0,1,00-15,west,straight_right,K1
weekend_evening,LSA16,LSA16_E_id10,10,900.0,1800.0,58.0,58.0,232.0,15.6,8.68,1.94,0.0,900.0,1,00-15,east,straight_right,K4
weekend_evening,LSA16,LSA16_E_id11,11,900.0,1800.0,37.0,37.0,148.0,17.31,7.29,1.15,0.0,900.0,1,00-15,east,left,K4
weekend_evening,LSA16,LSA16_N_id6,6,900.0,1800.0,17.0,17.0,68.0,0.81,11.96,11.83,0.0,900.0,1,00-15,north,right,K3
weekend_evening,LSA16,LSA16_N_id7,7,900.0,1800.0,19.0,19.0,76.0,0.75,12.98,12.8,0.0,900.0,1,00-15,north,straight,K3
weekend_evening,LSA16,LSA16_S_id1,1,900.0,1800.0,48.0,48.0,192.0,19.58,8.52,1.38,0.0,900.0,1,00-15,south,right,K1
weekend_evening,LSA16,LSA16_S_id2,2,900.0,1800.0,27.0,27.0,108.0,1.1,13.22,13.08,0.0,900.0,1,00-15,south,straight,K1
weekend_evening,LSA16,LSA16_S_id33,33,900.0,1800.0,10.0,10.0,40.0,0.48,12.5,12.3,0.0,900.0,1,00-15,south,straight,K1
weekend_evening,LSA16,LSA16_W_id3,3,900.0,1800.0,47.0,46.0,184.0,60.48,7.58,0.42,0.0,900.0,1,00-15,west,straight,K2
weekend_evening,LSA16,LSA16_W_id4,4,900.0,1800.0,8.0,8.0,32.0,7.47,6.1,0.6,0.0,900.0,1,00-15,west,left,K2
weekend_evening,LSA1,LSA1_E_id13,13,900.0,1800.0,43.0,43.0,172.0,38.97,7.03,0.66,0.0,900.0,1,00-15,east,straight_right,K4
weekend_evening,LSA1,LSA1_E_id23,23,900.0,1800.0,59.0,58.0,232.0,33.36,8.39,0.96,0.0,900.0,1,00-15,east,straight,K4
weekend_evening,LSA1,LSA1_E_id26,26,900.0,1800.0,30.0,30.0,120.0,7.37,8.68,2.54,0.0,900.0,1,00-15,east,left,K5
weekend_evening,LSA1,LSA1_E_id27,27,900.0,1800.0,42.0,42.0,168.0,6.76,9.58,3.65,0.0,900.0,1,00-15,east,right,K6
weekend_evening,LSA1,LSA1_N_id28,28,900.0,1800.0,12.0,12.0,48.0,19.82,4.24,0.34,0.0,900.0,1,00-15,north,straight,K7
weekend_evening,LSA1,LSA1_N_id30,30,900.0,1800.0,57.0,57.0,228.0,48.08,8.2,0.66,0.0,900.0,1,00-15,north,left,K7
weekend_evening,LSA1,LSA1_N_id40,40,900.0,1800.0,37.0,37.0,148.0,25.49,7.8,0.82,0.0,900.0,1,00-15,north,right,K8
weekend_evening,LSA1,LSA1_S_id11,11,900.0,1800.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,900.0,1,00-15,south,straight_faulty,K3
weekend_evening,LSA1,LSA1_W_id7,7,900.0,1800.0,44.0,44.0,176.0,87.86,5.43,0.26,0.0,900.0,1,00-15,west,left,K1
weekend_evening,LSA1,LSA1_W_id9,9,900.0,1800.0,90.0,90.0,360.0,48.57,8.41,0.97,0.0,900.0,1,00-15,west,straight_right,K2
weekend_evening,LSA9,LSA9_E_id8,8,900.0,1800.0,97.0,96.0,384.0,10.77,10.97,5.2,0.0,900.0,1,00-15,east,straight_right,K3
weekend_evening,LSA9,LSA9_E_id9,9,900.0,1800.0,38.0,38.0,152.0,3.23,11.19,6.74,0.0,900.0,1,00-15,east,straight,K3
weekend_evening,LSA9,LSA9_S_id10,10,900.0,1800.0,8.0,8.0,32.0,44.33,2.57,0.09,0.0,900.0,1,00-15,south,multi_movement,K4
weekend_evening,LSA9,LSA9_WE_id4,4,900.0,1800.0,11.0,11.0,44.0,27.92,3.89,0.22,0.0,900.0,1,00-15,north_west,straight_right,K2
weekend_evening,LSA9,LSA9_WE_id5,5,900.0,1800.0,12.0,12.0,48.0,16.76,3.77,0.34,0.0,900.0,1,00-15,north_west,movement,K2
weekend_evening,LSA9,LSA9_W_id1,1,900.0,1800.0,79.0,79.0,316.0,15.65,9.2,2.71,0.0,900.0,1,00-15,west,straight_right,K1
weekend_evening,LSA9,LSA9_W_id2,2,900.0,1800.0,58.0,56.0,224.0,76.09,4.7,0.43,0.0,900.0,1,00-15,west,straight_left,K1
weekend_evening,LSA10,LSA10_E_id3,3,1800.0,2700.0,58.0,58.0,232.0,13.64,8.47,2.2,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_evening,LSA10,LSA10_E_id4,4,1800.0,2700.0,40.0,39.0,156.0,3.4,11.43,6.23,900.0,1800.0,2,15-30,east,straight,K4
weekend_evening,LSA10,LSA10_NE_id29,29,1800.0,2700.0,5.0,5.0,20.0,0.39,7.07,6.37,900.0,1800.0,2,15-30,north_east,right,K3
weekend_evening,LSA10,LSA10_NW_id26,26,1800.0,2700.0,8.0,8.0,32.0,5.57,5.46,0.72,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekend_evening,LSA10,LSA10_NW_id27,27,1800.0,2700.0,12.0,12.0,48.0,8.24,4.45,0.84,900.0,1800.0,2,15-30,north_west,left,K2
weekend_evening,LSA10,LSA10_S_id31,31,1800.0,2700.0,14.0,14.0,56.0,5.45,4.37,1.3,900.0,1800.0,2,15-30,south,multi_movement,K5
weekend_evening,LSA10,LSA10_W_id1,1,1800.0,2700.0,113.0,113.0,452.0,41.26,9.03,1.52,900.0,1800.0,2,15-30,west,straight_right,K1
weekend_evening,LSA16,LSA16_E_id10,10,1800.0,2700.0,60.0,60.0,240.0,3.39,11.56,9.81,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_evening,LSA16,LSA16_E_id11,11,1800.0,2700.0,29.0,29.0,116.0,1.4,11.74,11.35,900.0,1800.0,2,15-30,east,left,K4
weekend_evening,LSA16,LSA16_N_id6,6,1800.0,2700.0,19.0,19.0,76.0,0.92,11.79,11.24,900.0,1800.0,2,15-30,north,right,K3
weekend_evening,LSA16,LSA16_N_id7,7,1800.0,2700.0,26.0,26.0,104.0,1.07,13.34,13.23,900.0,1800.0,2,15-30,north,straight,K3
weekend_evening,LSA16,LSA16_S_id1,1,1800.0,2700.0,46.0,46.0,184.0,20.71,8.18,1.17,900.0,1800.0,2,15-30,south,right,K1
weekend_evening,LSA16,LSA16_S_id2,2,1800.0,2700.0,30.0,30.0,120.0,1.3,13.0,12.77,900.0,1800.0,2,15-30,south,straight,K1
weekend_evening,LSA16,LSA16_S_id33,33,1800.0,2700.0,21.0,21.0,84.0,1.08,12.0,11.04,900.0,1800.0,2,15-30,south,straight,K1
weekend_evening,LSA16,LSA16_W_id3,3,1800.0,2700.0,71.0,72.0,288.0,61.58,7.39,0.6,900.0,1800.0,2,15-30,west,straight,K2
weekend_evening,LSA16,LSA16_W_id4,4,1800.0,2700.0,9.0,9.0,36.0,22.36,4.8,0.21,900.0,1800.0,2,15-30,west,left,K2
weekend_evening,LSA1,LSA1_E_id13,13,1800.0,2700.0,36.0,37.0,148.0,28.42,7.44,0.61,900.0,1800.0,2,15-30,east,straight_right,K4
weekend_evening,LSA1,LSA1_E_id23,23,1800.0,2700.0,57.0,58.0,232.0,31.92,8.36,0.81,900.0,1800.0,2,15-30,east,straight,K4
weekend_evening,LSA1,LSA1_E_id26,26,1800.0,2700.0,20.0,20.0,80.0,1.35,10.69,7.66,900.0,1800.0,2,15-30,east,left,K5
weekend_evening,LSA1,LSA1_E_id27,27,1800.0,2700.0,35.0,35.0,140.0,5.72,8.92,3.27,900.0,1800.0,2,15-30,east,right,K6
weekend_evening,LSA1,LSA1_N_id28,28,1800.0,2700.0,11.0,10.0,40.0,18.42,7.21,0.28,900.0,1800.0,2,15-30,north,straight,K7
weekend_evening,LSA1,LSA1_N_id30,30,1800.0,2700.0,40.0,41.0,164.0,48.75,6.33,0.46,900.0,1800.0,2,15-30,north,left,K7
weekend_evening,LSA1,LSA1_N_id40,40,1800.0,2700.0,32.0,32.0,128.0,29.69,8.18,0.58,900.0,1800.0,2,15-30,north,right,K8
weekend_evening,LSA1,LSA1_S_id11,11,1800.0,2700.0,0.0,0.0,0.0,0.0,-1.0,-1.0,900.0,1800.0,2,15-30,south,straight_faulty,K3
weekend_evening,LSA1,LSA1_W_id7,7,1800.0,2700.0,47.0,47.0,188.0,76.29,6.05,0.31,900.0,1800.0,2,15-30,west,left,K1
weekend_evening,LSA1,LSA1_W_id9,9,1800.0,2700.0,102.0,102.0,408.0,49.4,8.66,1.07,900.0,1800.0,2,15-30,west,straight_right,K2
weekend_evening,LSA9,LSA9_E_id8,8,1800.0,2700.0,86.0,84.0,336.0,8.45,11.22,5.28,900.0,1800.0,2,15-30,east,straight_right,K3
weekend_evening,LSA9,LSA9_E_id9,9,1800.0,2700.0,39.0,39.0,156.0,3.44,11.8,6.73,900.0,1800.0,2,15-30,east,straight,K3
weekend_evening,LSA9,LSA9_S_id10,10,1800.0,2700.0,7.0,6.0,24.0,41.77,1.66,0.1,900.0,1800.0,2,15-30,south,multi_movement,K4
weekend_evening,LSA9,LSA9_WE_id4,4,1800.0,2700.0,11.0,12.0,48.0,33.72,2.48,0.2,900.0,1800.0,2,15-30,north_west,straight_right,K2
weekend_evening,LSA9,LSA9_WE_id5,5,1800.0,2700.0,13.0,10.0,40.0,23.51,5.27,0.28,900.0,1800.0,2,15-30,north_west,movement,K2
weekend_evening,LSA9,LSA9_W_id1,1,1800.0,2700.0,94.0,93.0,372.0,20.54,8.93,2.54,900.0,1800.0,2,15-30,west,straight_right,K1
weekend_evening,LSA9,LSA9_W_id2,2,1800.0,2700.0,69.0,67.0,268.0,58.92,5.99,0.67,900.0,1800.0,2,15-30,west,straight_left,K1
weekend_evening,LSA10,LSA10_E_id3,3,2700.0,3600.0,58.0,58.0,232.0,3.68,11.26,8.85,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_evening,LSA10,LSA10_E_id4,4,2700.0,3600.0,42.0,41.0,164.0,4.77,11.45,4.85,1800.0,2700.0,3,30-45,east,straight,K4
weekend_evening,LSA10,LSA10_NE_id29,29,2700.0,3600.0,6.0,6.0,24.0,4.6,5.31,0.65,1800.0,2700.0,3,30-45,north_east,right,K3
weekend_evening,LSA10,LSA10_NW_id26,26,2700.0,3600.0,7.0,7.0,28.0,11.81,3.71,0.41,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekend_evening,LSA10,LSA10_NW_id27,27,2700.0,3600.0,21.0,21.0,84.0,16.7,5.76,0.73,1800.0,2700.0,3,30-45,north_west,left,K2
weekend_evening,LSA10,LSA10_S_id31,31,2700.0,3600.0,12.0,11.0,44.0,17.47,4.28,0.58,1800.0,2700.0,3,30-45,south,multi_movement,K5
weekend_evening,LSA10,LSA10_W_id1,1,2700.0,3600.0,108.0,108.0,432.0,13.63,11.43,4.82,1800.0,2700.0,3,30-45,west,straight_right,K1
weekend_evening,LSA16,LSA16_E_id10,10,2700.0,3600.0,53.0,53.0,212.0,5.62,10.33,4.91,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_evening,LSA16,LSA16_E_id11,11,2700.0,3600.0,35.0,35.0,140.0,8.49,8.55,3.17,1800.0,2700.0,3,30-45,east,left,K4
weekend_evening,LSA16,LSA16_N_id6,6,2700.0,3600.0,23.0,23.0,92.0,2.22,10.05,5.52,1800.0,2700.0,3,30-45,north,right,K3
weekend_evening,LSA16,LSA16_N_id7,7,2700.0,3600.0,23.0,23.0,92.0,1.0,12.41,12.11,1800.0,2700.0,3,30-45,north,straight,K3
weekend_evening,LSA16,LSA16_S_id1,1,2700.0,3600.0,39.0,39.0,156.0,15.8,8.39,1.41,1800.0,2700.0,3,30-45,south,right,K1
weekend_evening,LSA16,LSA16_S_id2,2,2700.0,3600.0,22.0,22.0,88.0,1.0,13.21,13.02,1800.0,2700.0,3,30-45,south,straight,K1
weekend_evening,LSA16,LSA16_S_id33,33,2700.0,3600.0,16.0,16.0,64.0,0.72,12.18,11.78,1800.0,2700.0,3,30-45,south,straight,K1
weekend_evening,LSA16,LSA16_W_id3,3,2700.0,3600.0,65.0,64.0,256.0,56.48,8.14,0.71,1800.0,2700.0,3,30-45,west,straight,K2
weekend_evening,LSA16,LSA16_W_id4,4,2700.0,3600.0,5.0,5.0,20.0,15.81,3.25,0.17,1800.0,2700.0,3,30-45,west,left,K2
weekend_evening,LSA1,LSA1_E_id13,13,2700.0,3600.0,36.0,35.0,140.0,29.83,7.4,0.66,1800.0,2700.0,3,30-45,east,straight_right,K4
weekend_evening,LSA1,LSA1_E_id23,23,2700.0,3600.0,56.0,52.0,208.0,33.13,8.75,1.13,1800.0,2700.0,3,30-45,east,straight,K4
weekend_evening,LSA1,LSA1_E_id26,26,2700.0,3600.0,29.0,29.0,116.0,1.75,9.98,8.87,1800.0,2700.0,3,30-45,east,left,K5
weekend_evening,LSA1,LSA1_E_id27,27,2700.0,3600.0,33.0,33.0,132.0,6.33,9.26,3.01,1800.0,2700.0,3,30-45,east,right,K6
weekend_evening,LSA1,LSA1_N_id28,28,2700.0,3600.0,10.0,11.0,44.0,34.3,3.22,0.17,1800.0,2700.0,3,30-45,north,straight,K7
weekend_evening,LSA1,LSA1_N_id30,30,2700.0,3600.0,42.0,42.0,168.0,37.27,6.93,0.57,1800.0,2700.0,3,30-45,north,left,K7
weekend_evening,LSA1,LSA1_N_id40,40,2700.0,3600.0,37.0,37.0,148.0,29.5,6.35,0.73,1800.0,2700.0,3,30-45,north,right,K8
weekend_evening,LSA1,LSA1_S_id11,11,2700.0,3600.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1800.0,2700.0,3,30-45,south,straight_faulty,K3
weekend_evening,LSA1,LSA1_W_id7,7,2700.0,3600.0,46.0,45.0,180.0,83.32,5.67,0.3,1800.0,2700.0,3,30-45,west,left,K1
weekend_evening,LSA1,LSA1_W_id9,9,2700.0,3600.0,101.0,101.0,404.0,49.13,8.63,1.1,1800.0,2700.0,3,30-45,west,straight_right,K2
weekend_evening,LSA9,LSA9_E_id8,8,2700.0,3600.0,84.0,81.0,324.0,10.81,9.6,4.68,1800.0,2700.0,3,30-45,east,straight_right,K3
weekend_evening,LSA9,LSA9_E_id9,9,2700.0,3600.0,35.0,35.0,140.0,2.39,9.93,8.12,1800.0,2700.0,3,30-45,east,straight,K3
weekend_evening,LSA9,LSA9_S_id10,10,2700.0,3600.0,5.0,6.0,24.0,44.2,1.52,0.06,1800.0,2700.0,3,30-45,south,multi_movement,K4
weekend_evening,LSA9,LSA9_WE_id4,4,2700.0,3600.0,14.0,13.0,52.0,31.85,2.65,0.24,1800.0,2700.0,3,30-45,north_west,straight_right,K2
weekend_evening,LSA9,LSA9_WE_id5,5,2700.0,3600.0,15.0,15.0,60.0,32.59,3.08,0.22,1800.0,2700.0,3,30-45,north_west,movement,K2
weekend_evening,LSA9,LSA9_W_id1,1,2700.0,3600.0,88.0,89.0,356.0,26.28,9.26,2.06,1800.0,2700.0,3,30-45,west,straight_right,K1
weekend_evening,LSA9,LSA9_W_id2,2,2700.0,3600.0,80.0,76.0,304.0,61.85,5.75,0.7,1800.0,2700.0,3,30-45,west,straight_left,K1
weekend_evening,LSA10,LSA10_E_id3,3,3600.0,4500.0,53.0,53.0,212.0,9.5,11.01,3.31,2700.0,3600.0,4,45-60,east,straight_right,K4
weekend_evening,LSA10,LSA10_E_id4,4,3600.0,4500.0,42.0,42.0,168.0,3.18,11.69,6.69,2700.0,3600.0,4,45-60,east,straight,K4
weekend_evening,LSA10,LSA10_NE_id29,29,3600.0,4500.0,8.0,8.0,32.0,10.22,4.17,0.39,2700.0,3600.0,4,45-60,north_east,right,K3
weekend_evening,LSA10,LSA10_NW_id26,26,3600.0,4500.0,6.0,6.0,24.0,0.55,6.74,6.14,2700.0,3600.0,4,45-60,north_west,straight_right,K2
weekend_evening,LSA10,LSA10_NW_id27,27,3600.0,4500.0,12.0,12.0,48.0,5.22,5.18,1.2,2700.0,3600.0,4,45-60,north_west,left,K2
weekend_evening,LSA10,LSA10_S_id31,31,3600.0,4500.0,13.0,14.0,56.0,10.81,3.65,0.71,2700.0,3600.0,4,45-60,south,multi_movement,K5
