lsa,detector_id,n_records,n_unique_timestamps,first_timestamp,last_timestamp,mean_count,median_count,max_count,zero_count_share,mean_occupancy,median_occupancy,max_occupancy,zero_occupancy_share
LD-LSA16,18.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.4038751887267238,0.0,126.0,0.7101157523905385,0.003019627579265224,0.0,1.0,0.9969803724207348
LD-LSA16,19.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.9297936587820836,0.0,103.0,0.7242073477604429,2.801711122294917,0.0,100.0,0.964771011575239
LD-LSA16,20.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.7166582788122797,0.0,117.0,0.6499748364368395,0.004781077000503271,0.0,2.0,0.9954705586311021
LD-LSA16,21.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,2.6383995973829895,0.0,178.0,0.5820332159033719,0.010568696527428284,0.0,5.0,0.9919476597886261
LD-LSA16,22.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.003019627579265224,0.0,1.0,0.9969803724207348,0.0010065425264217413,0.0,1.0,0.9989934574735783
LD-LSA16,23.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.004529441368897836,0.0,1.0,0.9954705586311021,0.001509813789632612,0.0,1.0,0.9984901862103673
LD-LSA16,24.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,99.99446401610469,100.0,100.0,0.0
LD-LSA16,25.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,26.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,27.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,28.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,29.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,30.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
LD-LSA16,31.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.0452944136889784,0.0,21.0,0.5702063412179165,0.07423251132360342,0.0,7.0,0.9411172622043281
LD-LSA16,32.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,1.1914947156517364,0.0,138.0,0.7141419224962254,0.0027679919476597888,0.0,3.0,0.9977352793155511
LD-LSA16,33.0,3974,3974,2026-03-05 15:30:00+01:00,2026-04-16 08:45:00+02:00,16.548314041268245,16.5,103.0,0.04302969300452944,11.362103673880222,5.0,64.0,0.27377956718671365
LD-LSA8,1.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,14.370805369127517,12.0,92.0,0.12248322147651007,17.364093959731544,15.0,100.0,0.18288590604026847
LD-LSA8,2.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,10.651006711409396,10.0,32.0,0.09731543624161074,15.822147651006711,14.0,100.0,0.14597315436241612
LD-LSA8,3.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,9.21476510067114,8.0,44.0,0.13758389261744966,28.610738255033556,31.0,100.0,0.14597315436241612
LD-LSA8,4.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,22.97818791946309,24.0,139.0,0.07885906040268456,33.52013422818792,38.5,100.0,0.09228187919463088
LD-LSA8,5.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,8.322147651006711,6.0,300.0,0.19798657718120805,17.073825503355703,16.0,94.0,0.24496644295302014
LD-LSA8,6.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,1.582214765100671,1.0,14.0,0.4211409395973154,0.08053691275167785,0.0,3.0,0.9345637583892618
LD-LSA8,7.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,2.5201342281879193,0.0,64.0,0.5167785234899329,0.0016778523489932886,0.0,1.0,0.9983221476510067
LD-LSA8,8.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,0.025167785234899327,0.0,5.0,0.9832214765100671,0.003355704697986577,0.0,2.0,0.9983221476510067
LD-LSA8,9.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,0.1174496644295302,0.0,54.0,0.9865771812080537,0.0050335570469798654,0.0,3.0,0.9983221476510067
LD-LSA8,10.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,2.2583892617449663,1.0,151.0,0.4966442953020134,0.42449664429530204,0.0,40.0,0.9211409395973155
LD-LSA8,11.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,1.563758389261745,0.0,40.0,0.6208053691275168,0.0,0.0,0.0,1.0
LD-LSA8,12.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,0.2684563758389262,0.0,16.0,0.8926174496644296,0.0,0.0,0.0,1.0
LD-LSA8,13.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,0.18120805369127516,0.0,21.0,0.924496644295302,0.0,0.0,0.0,1.0
LD-LSA8,14.0,596,596,2026-03-06 10:30:00+01:00,2026-04-04 00:45:00+02:00,2.087248322147651,2.0,26.0,0.3422818791946309,0.1610738255033557,0.0,9.0,0.8859060402684564
