block_id,start_time,end_time,date,K1,K2,K3,K4,pattern,stage,program,n_seconds,duration_s
414,2026-03-10 08:49:33+01:00,2026-03-10 08:49:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,9,9
415,2026-03-10 08:49:42+01:00,2026-03-10 08:49:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
416,2026-03-10 08:49:45+01:00,2026-03-10 08:49:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
417,2026-03-10 08:49:51+01:00,2026-03-10 08:49:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
418,2026-03-10 08:49:52+01:00,2026-03-10 08:50:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
419,2026-03-10 08:50:03+01:00,2026-03-10 08:50:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
420,2026-03-10 08:50:06+01:00,2026-03-10 08:50:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
421,2026-03-10 08:50:12+01:00,2026-03-10 08:50:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
422,2026-03-10 08:50:13+01:00,2026-03-10 08:50:33+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,21,21
423,2026-03-10 08:50:34+01:00,2026-03-10 08:50:36+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
424,2026-03-10 08:50:37+01:00,2026-03-10 08:51:03+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,27,27
425,2026-03-10 08:51:04+01:00,2026-03-10 08:51:06+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
426,2026-03-10 08:51:07+01:00,2026-03-10 08:51:10+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,4,4
427,2026-03-10 08:51:11+01:00,2026-03-10 08:51:11+01:00,2026-03-10,2,2,2,5,2-2-2-5,2,3,1,1
428,2026-03-10 08:51:12+01:00,2026-03-10 08:51:20+01:00,2026-03-10,2,2,2,4,2-2-2-4,2,3,9,9
429,2026-03-10 08:51:21+01:00,2026-03-10 08:51:23+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
430,2026-03-10 08:51:24+01:00,2026-03-10 08:51:29+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
431,2026-03-10 08:51:30+01:00,2026-03-10 08:51:30+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
432,2026-03-10 08:51:31+01:00,2026-03-10 08:52:04+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,34,34
433,2026-03-10 08:52:05+01:00,2026-03-10 08:52:07+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
434,2026-03-10 08:52:08+01:00,2026-03-10 08:52:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,20,20
435,2026-03-10 08:52:28+01:00,2026-03-10 08:52:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
436,2026-03-10 08:52:31+01:00,2026-03-10 08:52:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
437,2026-03-10 08:52:34+01:00,2026-03-10 08:52:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
438,2026-03-10 08:52:35+01:00,2026-03-10 08:52:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
439,2026-03-10 08:52:42+01:00,2026-03-10 08:52:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
440,2026-03-10 08:52:45+01:00,2026-03-10 08:52:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
441,2026-03-10 08:52:51+01:00,2026-03-10 08:52:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
442,2026-03-10 08:52:52+01:00,2026-03-10 08:53:04+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,13,13
443,2026-03-10 08:53:05+01:00,2026-03-10 08:53:07+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
444,2026-03-10 08:53:08+01:00,2026-03-10 08:53:13+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
445,2026-03-10 08:53:14+01:00,2026-03-10 08:53:14+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
446,2026-03-10 08:53:15+01:00,2026-03-10 08:53:43+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,29,29
447,2026-03-10 08:53:44+01:00,2026-03-10 08:53:46+01:00,2026-03-10,3,2,3,2,3-2-3-2,1,3,3,3
448,2026-03-10 08:53:47+01:00,2026-03-10 08:53:51+01:00,2026-03-10,2,2,2,2,2-2-2-2,1,3,5,5
449,2026-03-10 08:53:52+01:00,2026-03-10 08:53:52+01:00,2026-03-10,2,5,2,2,2-5-2-2,1,3,1,1
450,2026-03-10 08:53:53+01:00,2026-03-10 08:54:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,1,3,19,19
451,2026-03-10 08:54:12+01:00,2026-03-10 08:54:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
452,2026-03-10 08:54:15+01:00,2026-03-10 08:54:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
453,2026-03-10 08:54:21+01:00,2026-03-10 08:54:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
454,2026-03-10 08:54:22+01:00,2026-03-10 08:54:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
455,2026-03-10 08:54:33+01:00,2026-03-10 08:54:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
456,2026-03-10 08:54:36+01:00,2026-03-10 08:54:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
457,2026-03-10 08:54:42+01:00,2026-03-10 08:54:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
458,2026-03-10 08:54:43+01:00,2026-03-10 08:55:07+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,25,25
459,2026-03-10 08:55:08+01:00,2026-03-10 08:55:10+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
460,2026-03-10 08:55:11+01:00,2026-03-10 08:55:27+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,17,17
461,2026-03-10 08:55:28+01:00,2026-03-10 08:55:30+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
462,2026-03-10 08:55:31+01:00,2026-03-10 08:55:33+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
463,2026-03-10 08:55:34+01:00,2026-03-10 08:55:34+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
464,2026-03-10 08:55:35+01:00,2026-03-10 08:55:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
465,2026-03-10 08:55:42+01:00,2026-03-10 08:55:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
466,2026-03-10 08:55:45+01:00,2026-03-10 08:55:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
467,2026-03-10 08:55:51+01:00,2026-03-10 08:55:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
468,2026-03-10 08:55:52+01:00,2026-03-10 08:56:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
469,2026-03-10 08:56:03+01:00,2026-03-10 08:56:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
470,2026-03-10 08:56:06+01:00,2026-03-10 08:56:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
471,2026-03-10 08:56:12+01:00,2026-03-10 08:56:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
472,2026-03-10 08:56:13+01:00,2026-03-10 08:56:37+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,25,25
473,2026-03-10 08:56:38+01:00,2026-03-10 08:56:40+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
474,2026-03-10 08:56:41+01:00,2026-03-10 08:56:57+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,17,17
475,2026-03-10 08:56:58+01:00,2026-03-10 08:57:00+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
476,2026-03-10 08:57:01+01:00,2026-03-10 08:57:03+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
477,2026-03-10 08:57:04+01:00,2026-03-10 08:57:04+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
478,2026-03-10 08:57:05+01:00,2026-03-10 08:57:11+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,7,7
479,2026-03-10 08:57:12+01:00,2026-03-10 08:57:14+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
480,2026-03-10 08:57:15+01:00,2026-03-10 08:57:20+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
481,2026-03-10 08:57:21+01:00,2026-03-10 08:57:21+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
482,2026-03-10 08:57:22+01:00,2026-03-10 08:57:32+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
483,2026-03-10 08:57:33+01:00,2026-03-10 08:57:35+01:00,2026-03-10,2,2,2,3,2-2-2-3,4,3,3,3
484,2026-03-10 08:57:36+01:00,2026-03-10 08:57:41+01:00,2026-03-10,2,2,2,2,2-2-2-2,4,3,6,6
485,2026-03-10 08:57:42+01:00,2026-03-10 08:57:42+01:00,2026-03-10,5,2,5,2,5-2-5-2,4,3,1,1
486,2026-03-10 08:57:43+01:00,2026-03-10 08:58:09+01:00,2026-03-10,4,2,4,2,4-2-4-2,4,3,27,27
487,2026-03-10 08:58:10+01:00,2026-03-10 08:58:12+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
488,2026-03-10 08:58:13+01:00,2026-03-10 08:58:24+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,12,12
489,2026-03-10 08:58:25+01:00,2026-03-10 08:58:27+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
490,2026-03-10 08:58:28+01:00,2026-03-10 08:58:30+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
491,2026-03-10 08:58:31+01:00,2026-03-10 08:58:31+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
492,2026-03-10 08:58:32+01:00,2026-03-10 08:58:41+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,10,10
493,2026-03-10 08:58:42+01:00,2026-03-10 08:58:44+01:00,2026-03-10,2,3,2,2,2-3-2-2,3,3,3,3
494,2026-03-10 08:58:45+01:00,2026-03-10 08:58:50+01:00,2026-03-10,2,2,2,2,2-2-2-2,3,3,6,6
495,2026-03-10 08:58:51+01:00,2026-03-10 08:58:51+01:00,2026-03-10,2,2,2,5,2-2-2-5,3,3,1,1
496,2026-03-10 08:58:52+01:00,2026-03-10 08:59:02+01:00,2026-03-10,2,2,2,4,2-2-2-4,3,3,11,11
497,2026-03-10 08:59:03+01:00,2026-03-10 08:59:05+01:00,2026-03-10,2,2,2,3,2-2-2-3,99,3,3,3
498,2026-03-10 08:59:06+01:00,2026-03-10 08:59:11+01:00,2026-03-10,2,2,2,2,2-2-2-2,99,3,6,6
499,2026-03-10 08:59:12+01:00,2026-03-10 08:59:12+01:00,2026-03-10,5,2,5,2,5-2-5-2,99,3,1,1
500,2026-03-10 08:59:13+01:00,2026-03-10 08:59:35+01:00,2026-03-10,4,2,4,2,4-2-4-2,99,3,23,23
501,2026-03-10 08:59:36+01:00,2026-03-10 08:59:38+01:00,2026-03-10,4,2,3,2,4-2-3-2,1,3,3,3
502,2026-03-10 08:59:39+01:00,2026-03-10 08:59:49+01:00,2026-03-10,4,2,2,2,4-2-2-2,1,3,11,11
503,2026-03-10 08:59:50+01:00,2026-03-10 08:59:52+01:00,2026-03-10,3,2,2,2,3-2-2-2,2,3,3,3
504,2026-03-10 08:59:53+01:00,2026-03-10 08:59:55+01:00,2026-03-10,2,2,2,2,2-2-2-2,2,3,3,3
505,2026-03-10 08:59:56+01:00,2026-03-10 08:59:56+01:00,2026-03-10,2,5,2,2,2-5-2-2,2,3,1,1
506,2026-03-10 08:59:57+01:00,2026-03-10 08:59:59+01:00,2026-03-10,2,4,2,2,2-4-2-2,2,3,3,3
